,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv
ambulant.csv,1.0,63.0,3.0,0.0,2.0,0.0
ingex.csv,0.0,9.0,2.0,8.0,0.0,2.0
jgnash.csv,0.0,0.0,2.0,7.0,0.0,4.0
mp-rechnungs-und-kundenverwaltung.csv,0.0,20.0,1.0,0.0,2.0,2.0
openefm.csv,0.0,28.0,4.0,2.0,0.0,0.0
yarp0.csv,8.0,32.0,0.0,8.0,6.0,8.0
