,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv
ambulant.csv,0.4,0.18,0.35,0.42,0.43,0.98
ingex.csv,0.33,0.35,0.11,0.4,0.98,0.18
jgnash.csv,0.39,1.0,0.29,0.35,0.13,0.19
mp-rechnungs-und-kundenverwaltung.csv,0.4,0.28,0.31,0.93,0.53,0.62
openefm.csv,0.97,0.29,0.39,0.48,0.51,0.29
yarp0.csv,0.4,0.25,1.0,0.45,0.49,0.18
