,gtad.csv,kaffeine.csv,sarasvati.csv,taokgame.csv,scen-connect.csv,jaxen.csv,jsr308-langtools.csv,continuum-ide.csv,zabbix.csv,carabiner.csv,free-evolution.csv,qedo.csv,jruby.csv,oorexx.csv
carabiner.csv,0.5,0.39,0.64,0.4,1.0,0.6,0.73,0.65,0.29,1.0,0.33,0.5,0.63,0.69
continuum-ide.csv,0.0,0.29,0.18,0.1,1.0,0.2,0.3,0.94,0.06,0.23,0.45,0.0,0.27,0.11
free-evolution.csv,0.5,0.18,0.36,0.5,0.0,0.8,0.77,0.76,0.4,0.5,0.88,0.14,0.36,0.17
gtad.csv,1.0,0.02,0.18,0.0,0.0,0.0,0.17,0.0,0.02,0.05,0.0,0.0,0.03,0.0
jaxen.csv,0.0,0.12,0.55,0.7,0.0,1.0,0.37,0.41,0.02,0.05,0.15,0.0,0.23,0.19
jruby.csv,0.5,0.1,0.18,0.5,1.0,1.0,0.63,0.59,0.0,0.64,0.15,0.14,0.98,0.03
jsr308-langtools.csv,0.5,0.61,0.64,0.3,0.0,0.8,1.0,0.65,0.45,0.36,0.52,0.14,0.36,0.22
kaffeine.csv,1.0,0.98,0.73,1.0,1.0,1.0,0.97,0.94,1.0,0.68,0.94,0.86,0.53,1.0
oorexx.csv,0.5,0.39,0.73,0.6,0.0,0.0,0.67,0.35,0.52,0.64,0.61,0.41,0.33,0.97
qedo.csv,0.0,0.12,0.09,0.1,0.0,0.0,0.07,0.0,0.12,0.05,0.0,0.95,0.02,0.0
sarasvati.csv,0.5,0.08,1.0,0.3,0.0,0.4,0.37,0.24,0.03,0.09,0.03,0.18,0.12,0.0
taokgame.csv,0.0,0.08,0.09,1.0,0.0,0.2,0.13,0.12,0.22,0.05,0.18,0.0,0.12,0.11
zabbix.csv,1.0,0.88,0.82,0.8,1.0,0.8,0.9,1.0,0.98,0.45,0.79,0.95,0.75,0.75
