,gtad.csv,kaffeine.csv,sarasvati.csv,taokgame.csv,scen-connect.csv,jaxen.csv,jsr308-langtools.csv,continuum-ide.csv,zabbix.csv,carabiner.csv,free-evolution.csv,qedo.csv,jruby.csv,oorexx.csv
carabiner.csv,0.11,0.48,0.18,0.12,0.08,0.09,0.7,0.43,0.28,1.0,0.27,0.11,0.74,0.67
continuum-ide.csv,0.0,0.41,0.07,0.08,0.11,0.13,0.44,0.97,0.08,0.29,0.38,0.0,0.41,0.18
free-evolution.csv,0.06,0.31,0.17,0.13,0.0,0.23,0.77,0.53,0.49,0.41,0.94,0.06,0.51,0.24
gtad.csv,1.0,0.04,0.27,0.0,0.0,0.0,0.29,0.0,0.03,0.08,0.0,0.0,0.06,0.0
jaxen.csv,0.0,0.22,0.29,0.67,0.0,1.0,0.48,0.38,0.03,0.08,0.23,0.0,0.37,0.3
jruby.csv,0.05,0.18,0.08,0.16,0.08,0.13,0.7,0.43,0.0,0.5,0.18,0.05,0.99,0.05
jsr308-langtools.csv,0.1,0.76,0.22,0.17,0.0,0.28,1.0,0.48,0.41,0.42,0.39,0.07,0.5,0.33
kaffeine.csv,0.06,0.98,0.16,0.2,0.05,0.12,0.73,0.44,0.57,0.47,0.37,0.18,0.65,0.74
oorexx.csv,0.07,0.56,0.15,0.27,0.0,0.0,0.7,0.33,0.44,0.44,0.43,0.22,0.48,0.97
qedo.csv,0.0,0.21,0.1,0.1,0.0,0.0,0.12,0.0,0.12,0.06,0.0,0.98,0.03,0.0
sarasvati.csv,0.4,0.15,1.0,0.35,0.0,0.25,0.48,0.29,0.05,0.16,0.06,0.13,0.21,0.0
taokgame.csv,0.0,0.15,0.1,1.0,0.0,0.14,0.22,0.17,0.35,0.09,0.26,0.0,0.21,0.19
zabbix.csv,0.06,0.86,0.14,0.2,0.05,0.15,0.79,0.5,0.99,0.29,0.36,0.16,0.79,0.68
