,gtad.csv,kaffeine.csv,sarasvati.csv,taokgame.csv,scen-connect.csv,jaxen.csv,jsr308-langtools.csv,continuum-ide.csv,zabbix.csv,carabiner.csv,free-evolution.csv,qedo.csv,jruby.csv,oorexx.csv
carabiner.csv,0.54,0.0,0.64,0.4,0.89,0.49,0.65,0.58,0.31,1.0,0.37,0.44,0.59,0.62
continuum-ide.csv,0.0,0.32,0.21,0.12,0.93,0.24,0.35,0.95,0.07,0.27,0.48,0.0,0.31,0.13
free-evolution.csv,0.51,0.22,0.4,0.43,0.0,0.77,0.74,0.69,0.45,0.52,0.9,0.17,0.4,0.2
gtad.csv,1.0,0.02,0.22,0.0,0.0,0.0,0.2,0.0,0.02,0.06,0.0,0.0,0.04,0.0
jaxen.csv,0.0,0.15,0.59,0.74,0.0,1.0,0.41,0.44,0.02,0.06,0.18,0.0,0.27,0.23
jruby.csv,0.49,0.12,0.21,0.49,0.89,0.52,0.65,0.57,0.0,0.63,0.18,0.16,0.98,0.04
jsr308-langtools.csv,0.54,0.66,0.65,0.34,0.0,0.79,1.0,0.62,0.46,0.41,0.54,0.17,0.39,0.26
kaffeine.csv,0.27,0.97,0.67,0.17,0.71,0.43,0.0,0.0,0.0,0.62,0.17,0.63,0.47,0.0
oorexx.csv,0.53,0.44,0.64,0.61,0.0,0.0,0.67,0.39,0.5,0.6,0.61,0.45,0.37,0.97
qedo.csv,0.0,0.15,0.11,0.12,0.0,0.0,0.09,0.0,0.14,0.06,0.0,0.96,0.02,0.0
sarasvati.csv,0.55,0.1,1.0,0.35,0.0,0.45,0.41,0.28,0.04,0.11,0.04,0.21,0.15,0.0
taokgame.csv,0.0,0.1,0.11,1.0,0.0,0.24,0.16,0.15,0.26,0.06,0.21,0.0,0.14,0.13
zabbix.csv,0.52,0.61,0.61,0.55,0.71,0.71,0.75,0.43,0.98,0.39,0.51,0.21,0.2,0.59
