,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,jcl.csv,gmerlin.csv
chipster.csv,0.0,0.38,0.25,0.0,0.9,0.32,0.5,0.0,0.0,0.48,0.0,0.03,0.48,0.0,0.14,0.04,0.0
fontforge.csv,0.92,0.78,1.0,1.0,0.98,0.51,0.94,0.19,0.86,1.0,0.39,0.89,0.45,0.8,1.0,0.99,0.83
glas.csv,0.65,0.61,0.33,0.27,0.81,0.73,0.81,0.87,0.81,0.45,0.74,0.79,0.72,0.35,0.52,1.0,0.67
gmerlin.csv,0.02,0.89,0.58,0.89,0.0,0.68,0.98,0.0,0.65,0.0,0.83,0.6,0.93,0.75,1.0,0.0,0.35
hannosset.csv,0.61,0.2,0.11,0.07,0.71,0.32,0.19,0.42,0.59,0.3,0.17,0.16,0.17,0.13,0.23,0.21,0.92
hatari.csv,0.55,0.41,0.31,0.73,0.81,0.49,0.87,0.97,0.96,0.78,0.13,0.92,0.59,0.67,0.51,0.92,0.26
jaolt.csv,0.59,0.69,0.17,0.78,0.18,0.55,0.46,0.48,0.61,0.08,0.65,0.84,0.48,0.55,0.3,0.48,0.61
jcl.csv,0.57,0.45,0.69,0.11,0.55,0.49,0.69,0.29,0.7,0.38,0.39,0.17,0.48,0.05,0.77,0.26,0.32
ltp.csv,0.29,0.72,0.86,0.67,0.41,0.73,0.85,0.45,0.69,0.5,0.43,0.44,0.72,0.58,0.91,0.64,0.26
mia.csv,0.41,0.0,0.42,0.76,0.17,0.14,0.4,0.55,0.63,0.98,0.04,0.21,0.03,0.05,0.09,0.22,0.24
net-snmp.csv,0.41,0.47,0.31,0.76,0.19,0.49,0.63,0.77,0.61,0.72,0.57,0.73,0.97,0.87,0.75,0.69,0.38
opde.csv,1.0,0.35,1.0,0.29,0.83,0.54,0.38,0.9,0.74,0.0,0.26,0.93,0.48,0.25,0.84,0.8,0.44
oppna-program-hsatools.csv,0.73,0.34,0.56,1.0,0.71,0.29,0.88,0.97,0.88,0.95,0.13,0.99,0.45,0.2,0.19,0.69,0.56
powerfolder-.csv,0.37,0.19,0.11,0.62,0.07,0.23,0.23,0.06,0.31,0.1,0.17,0.65,0.14,0.05,0.16,0.54,0.38
qlc.csv,0.0,0.5,0.0,0.58,0.64,0.19,0.21,0.0,0.41,0.57,0.04,0.78,0.1,0.09,0.12,0.27,0.0
tcl.csv,0.96,0.96,1.0,1.0,0.9,0.97,0.96,0.0,0.92,0.35,0.83,1.0,1.0,1.0,1.0,0.0,0.73
