,adaptagrams.csv,lazarus-ccr.csv,redshell.csv,intact.csv,rohxel.csv,japano.csv,red5.csv,pustefix.csv,officefloor.csv,toped.csv,customsagetv.csv,roolo.csv,xreal.csv,glas.csv,jas.csv,primefaces.csv
adaptagrams.csv,0.85,0.21,0.37,0.13,0.03,0.19,0.53,0.3,0.42,0.35,0.04,0.45,0.6,0.08,0.75,0.0
customsagetv.csv,0.73,0.04,0.24,0.17,0.33,0.29,0.21,0.09,0.24,0.51,0.9,0.1,0.6,0.11,0.62,0.05
glas.csv,0.62,0.71,0.34,0.43,0.85,0.55,0.49,0.35,0.18,0.61,0.6,0.4,0.8,0.73,0.62,0.75
intact.csv,0.77,0.5,0.29,0.73,0.28,0.33,0.58,0.43,0.87,0.49,0.54,0.3,0.6,0.14,0.62,0.42
japano.csv,0.42,0.62,0.47,0.83,0.95,0.77,0.74,0.57,0.79,0.57,0.94,0.9,0.6,0.78,0.88,0.95
jas.csv,0.54,0.04,0.27,0.63,0.77,0.22,0.23,0.3,0.16,0.16,0.5,0.4,0.6,0.14,0.88,0.25
lazarus-ccr.csv,0.81,0.79,0.83,0.83,0.44,0.63,0.65,1.0,0.71,0.75,0.27,0.7,1.0,0.86,0.38,0.55
officefloor.csv,0.85,0.5,0.38,0.43,0.03,0.39,0.23,0.7,0.63,0.67,0.08,0.05,1.0,0.16,0.0,0.05
primefaces.csv,1.0,1.0,0.99,0.9,0.77,0.86,0.88,1.0,0.95,0.98,0.4,0.85,1.0,1.0,0.62,0.72
pustefix.csv,0.96,0.08,0.68,0.5,0.41,0.62,0.53,0.65,0.68,0.98,0.44,0.6,0.8,0.32,1.0,0.22
red5.csv,1.0,0.83,0.6,0.93,0.95,0.78,0.7,0.91,0.87,0.92,0.63,0.6,1.0,0.86,0.25,1.0
redshell.csv,0.08,0.29,0.78,0.63,0.36,0.63,0.6,0.83,0.16,0.02,0.54,0.45,0.4,0.57,0.75,0.52
rohxel.csv,0.62,0.96,0.62,0.27,0.77,0.56,0.12,0.09,0.45,0.8,0.38,0.4,0.2,0.84,0.12,0.7
roolo.csv,0.58,0.83,0.73,0.8,0.31,0.48,0.74,0.74,0.92,0.65,1.0,0.7,1.0,0.65,1.0,0.88
toped.csv,0.85,0.75,0.82,0.63,0.85,0.98,0.86,0.91,0.76,0.82,0.27,0.85,1.0,0.89,0.75,0.92
xreal.csv,0.27,0.33,0.23,0.4,0.26,0.38,0.47,0.17,0.08,0.12,0.38,0.35,1.0,0.19,0.5,0.2
