,adaptagrams.csv,lazarus-ccr.csv,redshell.csv,intact.csv,rohxel.csv,japano.csv,red5.csv,pustefix.csv,officefloor.csv,toped.csv,customsagetv.csv,roolo.csv,xreal.csv,glas.csv,jas.csv,primefaces.csv
adaptagrams.csv,0.81,0.29,0.53,0.2,0.05,0.32,0.62,0.37,0.1,0.49,0.07,0.56,0.09,0.14,0.15,0.0
customsagetv.csv,0.67,0.07,0.38,0.25,0.45,0.44,0.3,0.13,0.1,0.65,0.9,0.17,0.11,0.19,0.26,0.09
glas.csv,0.59,0.52,0.5,0.37,0.82,0.7,0.6,0.31,0.08,0.73,0.53,0.32,0.11,0.64,0.2,0.67
intact.csv,0.71,0.51,0.45,0.64,0.42,0.49,0.61,0.37,0.09,0.6,0.54,0.32,0.08,0.23,0.3,0.47
japano.csv,0.46,0.48,0.63,0.44,0.85,0.86,0.63,0.32,0.05,0.66,0.69,0.51,0.07,0.52,0.14,0.73
jas.csv,0.55,0.07,0.42,0.4,0.77,0.36,0.33,0.32,0.05,0.26,0.58,0.39,0.21,0.22,0.47,0.33
lazarus-ccr.csv,0.59,0.73,0.89,0.42,0.57,0.75,0.63,0.43,0.07,0.79,0.33,0.47,0.06,0.54,0.07,0.64
officefloor.csv,0.68,0.53,0.55,0.45,0.05,0.55,0.36,0.44,0.12,0.77,0.13,0.08,0.06,0.24,0.0,0.09
primefaces.csv,0.68,0.63,0.97,0.43,0.78,0.9,0.7,0.43,0.06,0.91,0.45,0.48,0.05,0.57,0.1,0.77
pustefix.csv,0.72,0.14,0.8,0.41,0.54,0.74,0.55,0.57,0.05,0.91,0.56,0.52,0.07,0.36,0.12,0.3
red5.csv,0.68,0.62,0.74,0.44,0.86,0.85,0.72,0.41,0.08,0.88,0.52,0.36,0.06,0.63,0.08,0.78
redshell.csv,0.12,0.34,0.87,0.42,0.5,0.75,0.58,0.4,0.05,0.04,0.55,0.36,0.05,0.42,0.13,0.55
rohxel.csv,0.63,0.61,0.75,0.31,0.82,0.71,0.2,0.09,0.06,0.82,0.47,0.43,0.03,0.58,0.15,0.65
roolo.csv,0.51,0.57,0.83,0.42,0.43,0.63,0.64,0.36,0.05,0.75,0.77,0.67,0.07,0.52,0.13,0.71
toped.csv,0.64,0.6,0.88,0.39,0.8,0.95,0.7,0.4,0.05,0.9,0.35,0.5,0.05,0.55,0.1,0.73
xreal.csv,0.35,0.36,0.37,0.41,0.38,0.55,0.5,0.15,0.02,0.2,0.55,0.34,0.77,0.29,0.26,0.3
