,opennms.csv,phet.csv,e-bio-flow.csv,aten.csv,runuomondains.csv,exl.csv
e-bio-flow.csv,0.46,0.07,0.67,0.38,0.5,0.34
exl.csv,0.68,0.74,0.6,0.51,0.25,0.78
opennms.csv,0.64,0.2,0.3,0.18,0.38,0.29
phet.csv,0.68,0.61,0.1,0.49,0.0,0.1
runuomondains.csv,0.32,0.19,0.7,0.12,0.88,0.78
