,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv
calcubetimer.csv,0.76,0.3,0.88,0.42,0.0,0.69
chaperon.csv,0.13,0.06,0.2,0.0,0.0,0.18
mule.csv,0.0,0.12,0.15,0.12,0.25,0.23
nunit.csv,0.1,0.08,0.28,0.02,0.25,0.0
springside.csv,0.46,0.01,0.38,0.52,0.5,0.7
swtfox.csv,0.24,0.67,0.02,0.4,0.0,0.51
