,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv
fceugc.csv,0.13,0.43,0.43,0.95,0.35,0.55,0.5
flexpay.csv,0.3,0.68,0.89,0.33,0.42,0.59,0.63
modellus.csv,0.25,0.43,0.45,0.33,0.55,0.98,0.33
open-data-kit.csv,0.59,0.61,0.56,0.62,0.39,0.67,0.99
phet.csv,0.94,0.82,0.26,0.81,0.35,0.23,0.53
qtractor.csv,0.32,1.0,0.53,0.29,0.42,0.57,0.43
sumatrapdf.csv,0.3,0.57,0.51,0.76,0.97,0.62,0.47
