,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv
fceugc.csv,0.11,0.71,0.26,1.0,0.5,0.85,0.88
flexpay.csv,0.21,0.51,0.99,0.24,0.21,0.45,0.58
modellus.csv,0.19,0.63,0.22,0.47,0.46,1.0,0.89
open-data-kit.csv,0.23,0.61,0.17,0.35,0.41,0.58,1.0
phet.csv,1.0,0.5,0.15,0.29,0.18,0.27,0.53
qtractor.csv,0.16,1.0,0.18,0.4,0.54,0.67,0.82
sumatrapdf.csv,0.17,0.67,0.2,0.47,1.0,0.74,0.72
