,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv
fceugc.csv,0.16,0.47,0.47,0.96,0.39,0.6,0.55
flexpay.csv,0.34,0.51,0.91,0.35,0.29,0.48,0.44
modellus.csv,0.29,0.47,0.48,0.37,0.57,0.98,0.38
open-data-kit.csv,0.53,0.59,0.53,0.57,0.43,0.63,0.99
phet.csv,0.95,0.17,0.3,0.2,0.22,0.25,0.38
qtractor.csv,0.34,1.0,0.53,0.33,0.46,0.59,0.48
sumatrapdf.csv,0.33,0.59,0.52,0.72,0.98,0.65,0.5
