,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv
fceugc.csv,0.73,0.53,0.7,0.65,0.77,0.56,0.56
flexpay.csv,0.66,0.54,0.99,0.62,0.44,0.5,0.48
modellus.csv,0.71,0.63,0.64,0.73,0.62,0.48,0.79
open-data-kit.csv,0.47,0.46,0.49,0.49,0.66,0.47,0.45
phet.csv,0.98,0.46,0.95,0.41,0.44,0.74,0.58
qtractor.csv,0.44,0.5,0.53,0.87,0.67,0.58,0.65
sumatrapdf.csv,0.47,0.58,0.51,0.47,0.63,0.47,0.54
