,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,xapian.csv,les-indemodables.csv
alsa.csv,0.61,0.67,0.74,0.5,0.67,0.11,0.2,0.43,0.65,0.48,0.33,0.67,0.57,0.59,0.49,0.53
arcallians.csv,0.61,0.59,0.76,0.69,0.74,0.13,0.1,0.45,0.54,0.39,0.49,0.39,0.61,0.57,0.45,0.54
arianne.csv,0.71,0.65,0.82,0.44,0.68,0.2,0.17,0.4,0.62,0.52,0.32,0.77,0.58,0.55,0.44,0.53
aztec.csv,0.35,0.62,0.46,0.59,0.65,0.35,0.25,0.46,0.49,0.53,0.38,0.6,0.41,0.55,0.25,0.52
bl-toolkit.csv,0.55,0.49,0.78,0.3,0.69,0.13,0.21,0.4,0.56,0.53,0.32,0.77,0.56,0.43,0.31,0.53
clamav.csv,0.56,0.59,0.45,0.33,0.59,0.09,0.15,0.48,0.59,0.71,0.32,0.68,0.56,0.51,0.38,0.56
gnupdate.csv,0.52,0.54,0.21,0.47,0.63,0.14,0.17,0.2,0.62,0.34,0.63,0.58,0.56,0.43,0.19,0.53
les-indemodables.csv,0.62,0.58,0.8,0.42,0.57,0.17,0.21,0.4,0.48,0.53,0.27,0.5,0.52,0.48,0.42,0.61
mbse.csv,0.54,0.61,0.3,0.26,0.65,0.11,0.27,0.53,0.6,0.43,0.3,0.75,0.62,0.5,0.3,0.45
ns-3-dev-def-routing.csv,0.49,0.43,0.73,0.58,0.69,0.17,0.16,0.4,0.38,0.53,0.29,0.72,0.46,0.55,0.51,0.53
openxava.csv,0.35,0.46,0.21,0.06,0.15,0.08,0.35,0.31,0.48,0.56,0.28,0.67,0.37,0.39,0.33,0.54
phonon-vlc-mplayer.csv,0.54,0.59,0.79,0.71,0.7,0.36,0.17,0.4,0.66,0.39,0.51,0.59,0.61,0.58,0.58,0.54
qgis.csv,0.49,0.65,0.45,0.59,0.53,0.15,0.19,0.08,0.61,0.31,0.0,0.02,0.48,0.57,0.5,0.6
vars-redux.csv,0.59,0.59,0.79,0.59,0.67,0.19,0.29,0.4,0.69,0.65,0.34,0.56,0.54,0.51,0.46,0.61
xapian.csv,0.7,0.62,0.7,0.46,0.65,0.09,0.17,0.41,0.58,0.32,0.3,0.48,0.58,0.54,0.64,0.29
yafdotnet.csv,0.63,0.66,0.42,0.38,0.66,0.11,0.21,0.4,0.58,0.27,0.42,0.59,0.68,0.5,0.44,0.58
