,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,miranda-icq.csv,roolo.csv,freewrl.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,soar.csv,geotools.csv,web-cat.csv,fulguro.csv
cleartk.csv,0.74,1.01,0.69,0.0,0.79,0.6,1.06,0.78,0.99,0.71,0.74,0.83,1.02,0.95,0.8,0.86,0.74,0.78,0.89,0.83
encog-cs.csv,0.62,0.85,0.85,0.8,0.74,0.78,0.82,0.79,0.05,0.76,0.82,0.88,0.66,1.02,0.71,0.82,1.0,0.86,0.94,0.93
extprosys.csv,0.91,0.87,0.19,0.87,0.92,0.86,0.78,0.69,0.92,0.89,0.88,1.0,1.07,0.92,0.97,0.93,1.0,0.84,0.77,0.7
freewrl.csv,0.56,0.54,0.64,0.68,0.75,0.75,0.67,0.77,0.7,0.68,0.9,0.07,0.58,0.45,0.59,0.84,0.85,0.52,0.61,0.94
fulguro.csv,0.23,0.69,0.89,0.93,0.83,0.9,0.82,0.91,0.85,0.74,1.0,0.8,1.21,1.0,0.85,0.93,0.76,0.84,1.0,0.27
geotools.csv,0.13,0.63,0.98,0.83,0.72,0.67,0.87,0.83,0.72,0.83,0.91,0.96,0.64,1.01,0.88,0.9,0.82,0.05,0.82,0.91
ibatisdb.csv,1.01,0.8,0.73,0.8,0.84,0.84,0.79,0.84,0.91,0.97,0.87,0.94,0.7,0.35,0.79,0.08,0.9,0.79,0.66,0.83
intact.csv,0.43,0.59,0.61,0.53,0.6,0.03,0.8,0.78,0.61,0.8,0.73,0.75,0.89,0.75,0.64,0.86,0.94,0.55,0.77,0.85
japano.csv,0.97,1.0,0.81,0.8,0.96,0.96,0.68,0.0,0.9,0.95,0.95,0.92,1.01,0.75,0.84,0.92,0.68,0.91,0.82,0.94
miranda-icq.csv,0.17,0.82,0.84,0.78,0.76,0.72,0.67,0.73,0.7,0.06,0.75,0.84,0.69,1.03,0.69,0.82,0.92,0.6,0.55,0.83
ofbiz.csv,1.04,0.66,0.67,0.73,0.84,0.72,0.71,0.84,0.72,0.71,0.95,1.0,0.51,0.72,0.04,0.75,0.97,0.65,0.71,1.0
opennms.csv,1.05,0.83,0.91,0.92,0.15,0.87,0.71,0.92,0.82,0.89,0.73,0.77,0.79,1.02,0.78,0.92,0.85,0.75,1.0,1.01
papertoolkit.csv,1.0,1.0,1.0,0.98,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.98,1.0,1.0
rohxel.csv,0.69,1.0,0.68,0.55,0.79,0.55,0.09,0.74,0.58,0.79,0.95,0.82,0.38,0.5,0.59,0.57,0.68,0.49,0.82,0.74
roolo.csv,0.25,0.91,0.87,0.79,0.86,0.77,0.93,0.75,0.75,0.96,0.05,0.97,0.95,0.46,0.74,0.87,0.88,0.72,0.72,1.0
sevenupdate.csv,0.97,0.0,1.0,1.0,0.96,1.0,1.0,1.0,0.96,1.0,0.97,1.0,1.0,0.78,0.88,1.0,1.0,0.95,1.0,1.0
soar.csv,0.61,0.87,0.82,0.91,0.85,0.8,0.75,0.9,0.75,0.87,0.93,0.87,1.04,0.82,0.74,0.86,0.03,0.69,0.76,0.92
web-cat.csv,0.49,0.65,0.68,0.7,0.88,0.79,0.67,0.53,0.83,0.8,0.66,0.62,1.1,1.02,0.86,1.0,0.83,0.74,0.11,0.83
