,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,miranda-icq.csv,roolo.csv,freewrl.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,soar.csv,geotools.csv,web-cat.csv,fulguro.csv
cleartk.csv,1.0,0.86,0.74,1.0,0.75,0.67,0.64,0.59,0.97,0.63,0.6,0.22,0.81,1.0,0.86,0.58,0.35,0.92,0.63,0.64
encog-cs.csv,1.0,0.47,0.21,0.83,0.75,0.6,0.9,0.89,0.95,0.38,0.9,0.89,0.34,0.33,0.57,1.0,1.0,0.85,0.95,0.09
extprosys.csv,1.0,0.76,0.81,0.87,0.93,0.87,0.72,0.82,0.82,0.73,0.85,1.0,0.61,1.0,0.83,0.92,1.0,0.64,0.58,0.91
freewrl.csv,1.0,0.57,0.66,0.54,0.5,0.37,0.36,0.37,0.36,0.38,0.2,0.93,0.42,1.0,0.72,0.28,0.23,0.74,0.53,0.18
fulguro.csv,1.0,0.31,0.11,0.08,0.18,0.1,0.18,0.1,0.35,0.27,0.0,0.26,0.33,0.0,0.16,0.08,0.29,0.19,0.0,0.73
geotools.csv,1.0,0.39,0.02,0.17,0.32,0.37,0.15,0.18,0.3,0.42,0.1,0.04,0.36,0.0,0.12,0.14,0.19,0.95,0.21,0.09
ibatisdb.csv,0.0,0.2,0.34,0.23,0.18,0.2,0.26,0.22,0.09,0.04,0.2,0.07,0.3,0.67,0.23,0.92,0.1,0.22,0.37,0.18
intact.csv,1.0,0.51,0.42,0.6,0.61,0.97,0.21,0.22,0.58,0.23,0.3,0.3,0.11,0.33,0.47,0.19,0.13,0.8,0.32,0.18
japano.csv,1.0,0.96,0.94,0.84,0.79,0.9,0.77,1.0,0.91,0.77,0.95,1.0,0.9,1.0,0.84,0.92,0.61,0.87,0.84,1.0
miranda-icq.csv,1.0,0.35,0.17,0.3,0.71,0.77,0.33,0.42,0.33,0.94,0.35,0.89,0.31,0.0,0.38,0.22,0.97,0.52,0.68,0.27
ofbiz.csv,0.0,0.57,0.43,0.37,0.18,0.43,0.38,0.29,0.3,0.54,0.05,0.0,0.49,0.33,0.98,0.33,0.03,0.38,0.47,0.0
opennms.csv,0.0,0.18,0.09,0.09,0.86,0.13,0.38,0.08,0.18,0.12,0.3,0.26,0.21,0.0,0.23,0.08,0.19,0.28,0.0,0.09
papertoolkit.csv,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02,0.0,0.0
rohxel.csv,1.0,0.45,0.38,0.66,0.43,0.67,1.0,0.68,0.76,0.69,0.55,0.19,0.62,0.67,0.49,0.92,0.42,0.58,0.26,0.73
roolo.csv,1.0,0.24,0.13,0.21,0.36,0.3,0.08,0.26,0.3,0.04,0.95,0.04,0.05,0.67,0.35,0.28,0.13,0.73,0.63,0.0
sevenupdate.csv,1.0,1.0,1.0,1.0,0.96,1.0,0.97,1.0,0.95,1.0,0.95,1.0,0.96,1.0,0.91,1.0,1.0,0.86,1.0,1.0
soar.csv,1.0,0.73,0.66,0.69,0.64,0.83,0.49,0.85,0.8,0.92,0.55,0.63,0.7,0.67,0.62,0.67,0.97,0.54,0.74,0.55
web-cat.csv,1.0,0.37,0.4,0.4,0.21,0.23,0.38,0.48,0.18,0.35,0.55,0.48,0.53,0.0,0.22,0.11,0.39,0.46,0.89,0.82
