,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,miranda-icq.csv,roolo.csv,freewrl.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,soar.csv,geotools.csv,web-cat.csv,fulguro.csv
cleartk.csv,0.03,0.87,0.44,1.0,0.39,0.47,0.67,0.72,0.52,0.38,0.44,0.3,0.89,0.1,0.77,0.31,0.43,0.47,0.43,0.18
encog-cs.csv,0.03,0.61,0.21,0.86,0.41,0.37,0.84,0.91,0.97,0.29,0.53,0.67,0.51,0.04,0.62,0.46,0.71,0.42,0.55,0.07
extprosys.csv,0.02,0.81,0.88,0.88,0.42,0.44,0.75,0.88,0.48,0.35,0.49,0.69,0.75,0.1,0.72,0.4,0.71,0.36,0.44,0.26
freewrl.csv,0.03,0.71,0.44,0.67,0.33,0.31,0.51,0.53,0.38,0.35,0.21,0.96,0.59,0.18,0.73,0.22,0.3,0.52,0.49,0.08
fulguro.csv,0.08,0.47,0.18,0.14,0.26,0.16,0.3,0.17,0.3,0.33,0.0,0.34,0.49,0.0,0.26,0.11,0.38,0.22,0.0,0.84
geotools.csv,0.12,0.55,0.03,0.28,0.33,0.39,0.26,0.3,0.37,0.27,0.14,0.07,0.53,0.0,0.21,0.15,0.29,0.98,0.27,0.1
ibatisdb.csv,0.0,0.34,0.32,0.37,0.22,0.22,0.38,0.36,0.16,0.06,0.22,0.12,0.46,0.36,0.35,0.96,0.17,0.28,0.44,0.17
intact.csv,0.04,0.66,0.45,0.73,0.42,0.98,0.33,0.36,0.49,0.25,0.35,0.39,0.2,0.08,0.57,0.19,0.18,0.52,0.33,0.13
japano.csv,0.02,0.92,0.47,0.87,0.36,0.43,0.79,1.0,0.52,0.35,0.51,0.71,0.94,0.12,0.75,0.4,0.59,0.42,0.53,0.23
miranda-icq.csv,0.1,0.49,0.23,0.45,0.39,0.45,0.49,0.57,0.39,0.94,0.34,0.68,0.47,0.0,0.5,0.23,0.71,0.43,0.57,0.13
ofbiz.csv,0.0,0.7,0.37,0.52,0.22,0.35,0.52,0.44,0.37,0.35,0.09,0.0,0.66,0.1,0.98,0.29,0.06,0.4,0.42,0.0
opennms.csv,0.0,0.31,0.15,0.16,0.89,0.21,0.52,0.15,0.27,0.18,0.36,0.36,0.35,0.0,0.35,0.12,0.27,0.31,0.0,0.04
papertoolkit.csv,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0,0.0,0.04,0.0,0.0
rohxel.csv,0.03,0.58,0.36,0.77,0.29,0.49,0.99,0.79,0.56,0.37,0.35,0.29,0.77,0.15,0.6,0.52,0.49,0.52,0.29,0.22
roolo.csv,0.07,0.38,0.21,0.35,0.24,0.29,0.14,0.41,0.34,0.06,0.97,0.06,0.09,0.17,0.46,0.21,0.21,0.43,0.48,0.0
sevenupdate.csv,0.02,1.0,0.44,0.94,0.42,0.45,0.86,0.97,0.52,0.41,0.51,0.69,0.98,0.11,0.78,0.41,0.71,0.41,0.55,0.22
soar.csv,0.03,0.8,0.37,0.76,0.34,0.45,0.59,0.89,0.52,0.42,0.36,0.54,0.82,0.08,0.64,0.34,0.98,0.38,0.51,0.15
web-cat.csv,0.04,0.53,0.36,0.55,0.19,0.27,0.53,0.65,0.25,0.26,0.45,0.54,0.69,0.0,0.31,0.09,0.42,0.33,0.94,0.21
