,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.97,0.63,0.46,0.48,0.47,0.49,0.69,0.72,0.49,0.67,0.57,0.57,0.43,0.75
elateportal.csv,0.96,0.44,0.43,0.38,0.46,0.58,0.74,0.46,0.53,0.52,0.4,0.49,0.33,0.3
gdis.csv,0.26,0.45,0.39,0.42,0.46,0.6,0.62,0.51,0.37,0.4,0.35,0.4,0.38,0.86
gzigzag.csv,0.96,0.99,0.79,0.93,0.93,0.83,0.54,0.78,0.96,0.93,0.36,0.93,0.56,0.75
icescrum.csv,0.95,0.89,0.58,0.0,0.47,0.75,0.38,0.0,0.54,0.8,0.29,0.8,0.56,0.75
jguard.csv,0.74,0.48,0.42,0.5,0.67,0.6,0.61,0.92,0.46,0.46,0.39,0.56,0.35,0.31
jitterbit.csv,0.97,0.72,0.56,0.77,0.82,0.94,0.83,0.94,0.68,0.85,0.49,0.96,0.56,0.3
jython.csv,0.95,0.52,0.52,0.52,0.51,0.52,0.83,0.69,0.5,0.48,0.0,0.76,0.68,0.72
personalaccess.csv,0.25,0.49,0.45,0.8,0.56,0.75,0.4,0.94,0.39,0.75,0.3,0.61,0.39,0.38
ppcboot.csv,0.27,0.53,0.42,0.48,0.51,0.53,0.74,0.94,0.48,0.47,0.44,0.62,0.35,0.71
repositorium.csv,0.26,0.7,0.48,0.67,0.6,0.95,0.55,0.86,0.46,0.59,0.39,0.88,0.36,0.41
unbvision.csv,0.26,0.71,0.47,0.62,0.61,0.73,0.79,0.89,0.58,0.56,0.68,0.84,0.42,0.39
wxstudio.csv,0.92,0.86,0.89,0.62,0.51,0.57,0.41,0.49,0.71,0.9,0.71,0.57,0.48,0.67
xbg.csv,0.8,0.96,0.94,0.5,0.89,0.89,0.98,0.67,0.75,0.88,0.9,0.83,0.0,0.67
