,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.12,0.22,0.58,0.0,0.46,0.51,0.38,0.42,0.4,0.31,0.23,0.55,0.47,0.33
elateportal.csv,0.12,0.47,0.4,0.52,0.36,0.14,0.62,0.5,0.32,0.47,0.54,0.63,0.62,0.0
gdis.csv,0.99,0.72,0.86,0.76,0.77,0.79,0.36,0.49,0.64,0.71,0.08,0.53,0.75,0.33
gzigzag.csv,0.09,0.17,0.0,0.44,0.2,0.02,0.71,0.21,0.04,0.25,0.85,0.14,0.28,0.0
icescrum.csv,0.04,0.12,0.26,0.0,0.34,0.01,0.54,0.0,0.08,0.09,0.38,0.06,0.0,0.17
jguard.csv,0.27,0.56,0.66,0.76,0.0,0.44,0.91,0.12,0.64,0.56,0.85,0.47,0.75,1.0
jitterbit.csv,0.09,0.0,0.44,0.68,0.18,0.13,0.45,0.17,0.16,0.18,0.77,0.35,0.31,0.83
jython.csv,0.0,0.69,0.69,0.92,0.79,0.94,0.0,0.6,0.68,0.84,0.08,0.69,0.31,0.67
personalaccess.csv,0.97,0.42,0.66,0.12,0.36,0.21,0.58,0.17,0.0,0.31,0.54,0.22,0.53,0.5
ppcboot.csv,0.98,0.43,0.61,0.24,0.45,0.48,0.03,0.13,0.2,0.58,0.69,0.67,0.59,0.33
repositorium.csv,0.97,0.24,0.67,0.04,0.27,0.14,0.92,0.0,0.8,0.51,0.77,0.29,0.62,0.83
unbvision.csv,0.95,0.17,0.7,0.04,0.39,0.01,0.55,0.08,0.28,0.49,0.15,0.59,0.66,0.83
wxstudio.csv,0.04,0.2,0.24,0.24,0.43,0.75,0.39,0.59,0.28,0.15,0.31,0.0,0.41,0.33
xbg.csv,0.01,0.03,0.12,0.04,0.11,0.07,0.08,0.01,0.0,0.0,0.31,0.06,0.0,0.17
