,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.77,0.6,0.59,0.97,0.4,0.8,0.57,0.27,0.56,0.5,0.44,0.51,0.79,0.05
elateportal.csv,0.23,0.66,0.66,0.97,0.57,0.4,0.64,0.45,0.53,0.62,0.63,0.65,0.68,1.0
gdis.csv,0.86,0.67,0.93,0.7,0.9,0.7,0.5,0.64,0.77,0.75,0.98,0.7,0.84,0.11
gzigzag.csv,0.64,0.3,1.0,0.1,0.1,0.13,0.69,0.45,0.21,0.0,0.82,0.19,0.37,0.09
icescrum.csv,0.59,0.24,0.41,0.03,0.37,0.1,0.45,0.0,0.36,0.0,0.77,0.05,0.95,0.07
jguard.csv,0.59,0.54,0.79,0.63,1.0,0.7,0.94,0.27,0.61,0.75,0.93,0.59,0.84,0.95
jitterbit.csv,0.68,0.95,0.72,0.3,0.23,0.23,0.42,0.18,0.3,0.38,0.47,0.27,0.42,0.95
jython.csv,1.0,0.79,0.86,0.7,0.7,0.93,0.05,0.55,0.75,0.75,0.0,0.46,0.63,0.32
personalaccess.csv,0.86,0.42,0.66,0.23,0.53,0.33,0.49,0.18,1.0,0.38,0.86,0.32,0.84,0.7
ppcboot.csv,0.95,0.67,0.76,0.63,0.53,0.7,0.88,0.55,0.59,0.75,0.68,0.38,0.95,0.27
repositorium.csv,0.91,0.33,0.76,0.07,0.33,0.3,0.75,0.64,0.76,0.5,0.82,0.3,0.84,0.61
unbvision.csv,0.82,0.52,0.69,0.5,0.37,0.97,0.7,0.18,0.47,0.62,0.3,0.38,0.63,0.59
wxstudio.csv,0.27,0.33,0.21,0.33,0.37,0.4,0.23,0.55,0.33,0.25,0.23,0.95,0.42,0.16
xbg.csv,0.14,0.08,0.17,0.03,0.1,0.1,0.31,0.18,0.03,1.0,0.11,0.08,0.05,0.05
