,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.6,0.55,0.34,0.98,0.35,0.49,0.6,0.12,0.68,0.28,0.59,0.46,0.61,0.08
elateportal.csv,0.22,0.45,0.45,0.81,0.51,0.44,0.58,0.17,0.66,0.26,0.72,0.52,0.5,1.0
gdis.csv,0.2,0.38,0.4,0.6,0.54,0.36,0.55,0.23,0.81,0.23,0.98,0.58,0.54,0.2
gzigzag.csv,0.56,0.34,1.0,0.14,0.14,0.22,0.59,0.29,0.35,0.0,0.82,0.27,0.4,0.17
icescrum.csv,0.63,0.31,0.37,0.06,0.37,0.18,0.46,0.0,0.52,0.0,0.83,0.1,0.97,0.12
jguard.csv,0.35,0.36,0.41,0.56,1.0,0.48,0.68,0.25,0.7,0.27,0.88,0.54,0.54,0.91
jitterbit.csv,0.59,0.97,0.46,0.32,0.3,0.29,0.46,0.14,0.45,0.29,0.57,0.31,0.43,0.92
jython.csv,1.0,0.44,0.42,0.57,0.44,0.41,0.09,0.17,0.79,0.2,0.0,0.39,0.59,0.45
personalaccess.csv,0.21,0.33,0.35,0.35,0.48,0.34,0.49,0.14,1.0,0.21,0.87,0.4,0.62,0.79
ppcboot.csv,0.22,0.48,0.41,0.69,0.45,0.46,0.92,0.43,0.72,0.26,0.74,0.33,0.64,0.41
repositorium.csv,0.22,0.34,0.39,0.12,0.36,0.35,0.58,0.78,0.79,0.2,0.82,0.35,0.58,0.71
unbvision.csv,0.2,0.53,0.35,0.65,0.35,0.97,0.64,0.2,0.62,0.25,0.45,0.35,0.46,0.69
wxstudio.csv,0.35,0.35,0.21,0.43,0.34,0.23,0.29,0.18,0.48,0.22,0.35,0.97,0.4,0.26
xbg.csv,0.22,0.14,0.22,0.06,0.15,0.15,0.45,0.29,0.06,1.0,0.18,0.14,0.1,0.09
