,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv
autoopencas.csv,0.28,0.53,0.77,0.14
pcgen.csv,0.92,0.65,1.0,0.92
selenium.csv,0.67,0.49,0.66,0.7
tolven.csv,0.4,0.51,0.0,0.73
