,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,exist.csv,wheat.csv,power-architect.csv,bigdata.csv,wsmt.csv,opendvr.csv,icescrum.csv
apertium.csv,0.81,0.78,0.72,0.63,0.76,0.65,0.95,0.41,0.28,0.74,0.85,0.8,0.73,0.93,1.0,0.71
beast-mcmc.csv,0.35,0.81,0.56,0.7,0.6,0.6,0.77,0.52,0.7,0.73,0.58,0.44,0.59,0.98,0.61,0.72
bigdata.csv,0.73,0.76,0.71,0.63,0.63,0.75,1.0,0.8,0.96,0.64,0.92,0.84,0.55,0.71,0.92,0.7
cuberok.csv,0.56,0.77,0.82,0.82,0.7,0.8,0.47,0.83,0.72,0.79,0.87,0.87,0.72,0.45,0.96,0.75
exist.csv,0.51,0.84,0.55,0.71,0.78,0.71,0.63,0.55,0.85,0.35,0.78,0.64,0.74,0.88,0.79,0.69
icescrum.csv,0.44,0.72,0.68,0.6,0.76,0.58,0.62,0.58,0.71,0.8,0.58,0.68,0.7,0.96,0.84,0.27
jbasic.csv,0.68,0.93,0.68,0.69,0.71,0.75,0.59,0.44,0.92,0.92,0.92,1.01,0.59,0.97,0.91,0.76
jrefactory.csv,0.89,0.55,0.9,0.9,0.85,0.81,0.7,0.78,0.8,0.89,0.67,0.84,0.79,0.93,0.69,0.77
jsecurity.csv,0.77,0.88,0.42,0.83,0.68,0.72,0.81,0.94,0.85,0.52,0.8,0.78,0.83,0.95,0.87,0.85
libopenmetaverse.csv,1.0,0.97,1.0,0.92,0.5,1.0,0.91,1.0,0.76,0.71,1.0,1.02,1.0,1.0,0.83,0.97
mobicents.csv,0.59,0.8,0.6,0.49,0.93,0.46,0.78,0.73,0.58,0.78,0.68,0.7,0.59,0.81,0.89,0.88
opendvr.csv,0.58,0.87,0.82,0.74,0.96,0.57,0.83,0.65,0.73,0.89,0.82,0.64,0.65,0.87,0.49,0.57
power-architect.csv,0.6,0.78,0.51,0.63,0.92,0.68,0.94,0.83,0.72,0.93,0.92,0.26,0.67,0.5,1.0,0.95
sidekar.csv,1.0,1.0,1.0,0.3,1.0,1.0,0.64,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wheat.csv,0.56,0.92,0.54,0.7,0.87,0.6,0.68,0.65,0.6,0.91,0.44,0.63,0.67,0.92,0.71,0.57
wsmt.csv,0.81,0.96,0.89,0.94,0.87,0.85,0.73,0.86,0.98,0.97,0.86,0.86,0.81,0.29,0.71,1.02
