,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,exist.csv,wheat.csv,power-architect.csv,bigdata.csv,wsmt.csv,opendvr.csv,icescrum.csv
apertium.csv,0.74,0.29,0.31,0.53,0.53,0.46,0.05,0.81,0.8,0.27,0.18,0.63,0.46,0.31,0.0,0.53
beast-mcmc.csv,0.74,0.67,0.67,0.61,0.47,0.68,0.59,0.75,0.72,0.82,0.71,0.67,0.67,0.43,0.59,0.95
bigdata.csv,0.29,0.33,0.31,0.45,0.42,0.31,1.0,0.22,0.04,0.48,0.93,0.17,0.81,0.31,0.09,0.47
cuberok.csv,0.55,0.33,0.41,0.38,0.64,0.51,0.68,0.4,0.36,0.8,0.39,0.41,0.69,0.89,1.0,0.32
exist.csv,0.7,0.47,0.51,0.31,0.75,0.76,0.68,0.56,0.48,0.78,0.68,0.43,0.27,0.63,0.95,0.53
icescrum.csv,0.64,0.33,0.36,0.42,0.28,0.51,0.45,0.46,0.36,0.21,0.43,0.35,0.33,0.23,0.18,0.89
jbasic.csv,0.82,0.61,0.59,0.91,0.67,0.82,0.59,0.78,0.92,0.95,0.11,0.89,0.43,0.4,0.91,0.89
jrefactory.csv,0.65,0.69,0.72,0.42,0.19,0.34,0.59,0.35,0.52,0.11,0.61,0.19,0.4,0.97,0.5,0.47
jsecurity.csv,0.24,0.25,0.64,0.17,0.56,0.32,0.32,0.06,0.16,0.68,0.21,0.22,0.18,0.09,0.14,0.16
libopenmetaverse.csv,0.97,1.0,1.0,1.0,0.61,0.99,0.77,1.0,0.96,0.56,1.0,0.8,1.0,1.0,0.32,1.0
mobicents.csv,0.8,0.39,0.44,0.53,0.58,0.67,0.91,1.0,0.6,0.94,0.64,0.59,0.57,0.89,0.95,0.89
opendvr.csv,0.45,0.25,0.18,0.27,0.83,0.47,0.18,0.43,0.32,0.98,0.18,0.43,0.36,0.14,0.59,0.47
power-architect.csv,0.7,0.55,0.79,0.45,0.89,0.62,1.0,0.27,0.84,0.93,1.0,0.78,0.69,0.83,1.0,0.84
sidekar.csv,0.0,0.0,0.0,0.78,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
wheat.csv,0.59,0.22,0.51,0.33,0.67,0.57,0.45,0.43,0.52,0.97,0.64,0.48,0.51,0.11,0.55,0.74
wsmt.csv,0.2,0.04,0.13,0.06,0.14,0.18,0.27,0.14,0.08,0.04,0.14,0.17,0.21,0.74,0.36,0.0
