,gtad.csv,projectts.csv,scen-connect.csv,wxlua.csv,ipfire-wall.csv,cubefs.csv,mumble.csv,irplus.csv,powerfolder.csv,smartgwt.csv,ondex.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,quantlib.csv,tweetsharp.csv
cubefs.csv,31.0,4.0,25.0,0.0,4.0,0.0,8.0,5.0,62.0,2.0,4.0,0.0,10.0,19.0,1.0,0.0
fleet-simulator.csv,55.0,1.0,61.0,0.0,6.0,0.0,26.0,2.0,68.0,0.0,1.0,0.0,12.0,0.0,5.0,0.0
geogebra.csv,72.0,0.0,47.0,0.0,2.0,0.0,4.0,0.0,80.0,8.0,0.0,0.0,13.0,0.0,118.0,0.0
gtad.csv,0.0,63.0,61.0,0.0,54.0,0.0,2.0,68.0,125.0,0.0,0.0,61.0,4.0,0.0,118.0,56.0
hibernate.csv,30.0,0.0,15.0,0.0,9.0,1.0,15.0,0.0,45.0,20.0,3.0,2.0,0.0,8.0,1.0,0.0
ipfire-wall.csv,6.0,0.0,61.0,2.0,0.0,0.0,8.0,1.0,9.0,4.0,2.0,0.0,3.0,0.0,9.0,0.0
irplus.csv,22.0,1.0,22.0,1.0,6.0,0.0,19.0,0.0,20.0,2.0,3.0,2.0,11.0,9.0,10.0,0.0
mumble.csv,2.0,1.0,7.0,0.0,1.0,0.0,0.0,2.0,4.0,2.0,2.0,0.0,3.0,0.0,8.0,0.0
ondex.csv,72.0,0.0,16.0,0.0,54.0,0.0,5.0,0.0,15.0,9.0,0.0,2.0,5.0,6.0,1.0,0.0
powerfolder.csv,72.0,63.0,0.0,95.0,54.0,0.0,89.0,68.0,0.0,0.0,195.0,61.0,0.0,1.0,118.0,0.0
projectts.csv,34.0,0.0,27.0,0.0,3.0,0.0,17.0,0.0,65.0,103.0,0.0,0.0,22.0,0.0,0.0,1.0
quantlib.csv,18.0,1.0,61.0,0.0,1.0,0.0,3.0,0.0,98.0,5.0,2.0,2.0,13.0,7.0,0.0,0.0
smartgwt.csv,25.0,1.0,13.0,0.0,6.0,1.0,9.0,7.0,17.0,0.0,0.0,0.0,20.0,1.0,13.0,0.0
tweetsharp.csv,11.0,3.0,5.0,0.0,3.0,0.0,6.0,4.0,9.0,14.0,1.0,61.0,3.0,1.0,1.0,0.0
wxlua.csv,48.0,1.0,34.0,0.0,5.0,0.0,12.0,0.0,87.0,2.0,2.0,2.0,13.0,9.0,3.0,0.0
