,gtad.csv,projectts.csv,scen-connect.csv,wxlua.csv,ipfire-wall.csv,cubefs.csv,mumble.csv,irplus.csv,powerfolder.csv,smartgwt.csv,ondex.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,quantlib.csv,tweetsharp.csv
cubefs.csv,0.63,0.44,0.41,0.12,0.27,0.0,0.34,0.52,0.7,0.32,0.64,0.0,0.48,0.55,0.23,0.33
fleet-simulator.csv,1.0,1.0,0.54,1.0,0.95,0.65,1.0,0.89,0.79,0.33,0.9,0.0,0.68,0.71,1.0,1.0
geogebra.csv,0.04,0.04,0.77,0.38,0.05,0.09,0.08,0.7,0.69,0.05,0.09,0.12,0.67,0.0,0.02,0.0
gtad.csv,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.02,0.01,0.0,0.01,0.0,0.02,0.02,0.0,0.0
hibernate.csv,0.52,0.19,0.25,0.12,0.32,0.62,0.32,0.32,0.44,0.65,0.67,1.0,0.0,0.42,0.16,0.27
ipfire-wall.csv,0.21,0.11,0.02,0.5,0.0,0.09,0.22,0.14,0.21,0.26,0.21,0.0,0.18,0.23,0.15,0.13
irplus.csv,0.45,0.59,0.36,0.5,0.68,0.59,0.71,0.0,0.32,0.68,0.42,0.75,0.5,0.57,0.57,0.4
mumble.csv,0.14,0.04,0.11,0.0,0.08,0.12,0.0,0.18,0.17,0.09,0.23,0.0,0.18,0.22,0.18,0.33
ondex.csv,0.03,0.0,0.26,0.38,0.32,0.32,0.09,0.18,0.15,0.1,0.0,0.75,0.22,0.21,0.21,0.0
powerfolder.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
projectts.csv,0.56,0.0,0.44,0.88,0.62,0.56,0.66,0.73,0.74,0.58,0.69,0.0,0.61,0.61,0.78,0.8
quantlib.csv,0.46,0.22,0.87,0.0,0.05,0.44,0.11,0.84,0.85,0.33,0.2,0.75,0.89,0.38,0.0,0.0
smartgwt.csv,0.41,0.15,0.21,0.12,0.24,0.15,0.26,0.36,0.25,0.0,0.41,0.0,0.34,0.42,0.6,0.2
tweetsharp.csv,0.23,0.67,0.08,0.5,0.65,0.5,0.55,0.14,0.23,0.37,0.69,0.0,0.26,0.49,0.58,0.0
wxlua.csv,0.9,0.74,0.56,0.0,0.81,0.91,0.68,0.95,0.92,0.97,0.93,0.88,0.97,0.93,0.91,1.0
