,gtad.csv,projectts.csv,scen-connect.csv,wxlua.csv,ipfire-wall.csv,cubefs.csv,mumble.csv,irplus.csv,powerfolder.csv,smartgwt.csv,ondex.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,quantlib.csv,tweetsharp.csv
cubefs.csv,1.0,0.49,1.0,0.18,0.56,1.0,0.64,0.6,1.0,0.85,0.7,0.74,0.58,0.82,0.33,0.29
fleet-simulator.csv,1.0,1.0,0.0,1.0,1.0,0.75,1.0,0.84,1.0,0.86,0.97,1.0,0.77,0.89,1.0,1.0
geogebra.csv,0.0,0.05,1.0,0.23,0.06,0.05,0.08,0.64,0.4,0.47,0.15,0.63,0.61,0.92,0.0,0.05
gtad.csv,1.0,0.0,0.0,0.01,0.0,0.04,0.16,0.0,0.0,0.01,0.03,0.0,0.02,0.07,0.0,0.0
hibernate.csv,0.5,0.38,1.0,0.17,0.22,0.56,0.4,0.4,0.8,0.52,0.61,0.33,0.93,0.52,0.21,0.24
ipfire-wall.csv,0.5,0.14,0.0,0.27,0.94,0.26,0.44,0.36,0.8,0.52,0.21,0.3,0.25,0.42,0.17,0.14
irplus.csv,0.5,0.68,1.0,0.35,0.72,0.44,0.68,1.0,0.8,0.71,0.42,0.11,0.44,0.61,0.46,0.55
mumble.csv,0.5,0.08,1.0,0.05,0.28,0.21,0.96,0.52,0.8,0.67,0.33,0.37,0.36,0.45,0.08,0.26
ondex.csv,0.0,0.03,1.0,0.36,0.0,0.23,0.16,0.36,0.4,0.12,0.91,0.44,0.2,0.3,0.21,0.07
powerfolder.csv,0.0,0.0,1.0,0.0,0.0,0.01,0.0,0.0,1.0,0.01,0.0,0.0,0.04,0.03,0.0,0.02
projectts.csv,0.5,1.0,1.0,0.62,0.56,0.73,0.68,0.84,1.0,0.79,0.73,0.54,0.72,0.85,0.54,0.79
quantlib.csv,1.0,0.19,0.0,0.16,0.17,0.42,0.4,0.84,0.4,0.64,0.42,0.96,0.79,0.48,0.96,0.14
smartgwt.csv,0.5,0.22,1.0,0.15,0.39,0.21,0.04,0.44,1.0,0.96,0.42,0.26,0.43,0.58,0.38,0.19
tweetsharp.csv,1.0,0.65,1.0,0.49,0.89,0.55,0.6,0.28,1.0,0.66,0.55,0.0,0.42,0.55,0.62,0.98
wxlua.csv,1.0,0.7,1.0,1.0,0.94,0.92,0.84,0.96,0.4,0.81,0.82,0.98,0.92,0.82,0.96,0.95
