,gtad.csv,projectts.csv,scen-connect.csv,wxlua.csv,ipfire-wall.csv,cubefs.csv,mumble.csv,irplus.csv,powerfolder.csv,smartgwt.csv,ondex.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,quantlib.csv,tweetsharp.csv
cubefs.csv,0.04,0.6,0.04,0.94,0.5,1.0,0.42,0.39,0.06,0.45,0.18,1.0,0.33,0.3,0.27,0.71
fleet-simulator.csv,0.03,0.58,0.0,0.92,0.34,0.72,0.28,0.35,0.05,0.44,0.18,1.0,0.31,0.26,0.2,0.74
geogebra.csv,0.0,0.67,0.02,0.87,0.33,0.57,0.29,0.34,0.02,0.73,0.25,0.97,0.27,1.0,0.0,1.0
gtad.csv,1.0,0.0,0.0,1.0,0.0,0.75,0.67,0.0,0.0,1.0,0.33,0.0,0.33,0.46,0.0,0.0
hibernate.csv,0.03,0.74,0.06,0.94,0.25,0.67,0.32,0.42,0.07,0.2,0.15,0.69,0.99,0.26,0.25,0.71
ipfire-wall.csv,0.06,0.62,0.0,0.86,1.0,0.87,0.44,0.6,0.14,0.38,0.17,1.0,0.36,0.34,0.22,0.75
irplus.csv,0.03,0.61,0.04,0.89,0.34,0.63,0.27,1.0,0.09,0.24,0.17,0.5,0.26,0.23,0.17,0.79
mumble.csv,0.09,0.75,0.12,1.0,0.62,0.8,1.0,0.62,0.16,0.69,0.22,1.0,0.44,0.37,0.11,0.69
ondex.csv,0.0,1.0,0.06,0.91,0.0,0.62,0.4,0.53,0.1,0.27,1.0,0.8,0.27,0.29,0.2,1.0
powerfolder.csv,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.75,0.75,0.0,1.0
projectts.csv,0.02,1.0,0.04,0.89,0.3,0.75,0.28,0.4,0.05,0.3,0.18,1.0,0.32,0.29,0.15,0.73
quantlib.csv,0.06,0.54,0.0,1.0,0.6,0.68,0.59,0.36,0.02,0.37,0.3,0.9,0.26,0.27,1.0,1.0
smartgwt.csv,0.03,0.67,0.07,0.93,0.44,0.76,0.06,0.41,0.14,1.0,0.17,1.0,0.34,0.28,0.14,0.73
tweetsharp.csv,0.11,0.57,0.17,0.91,0.4,0.71,0.29,0.54,0.15,0.35,0.14,0.0,0.39,0.24,0.21,1.0
wxlua.csv,0.03,0.57,0.03,1.0,0.36,0.7,0.32,0.36,0.02,0.2,0.15,0.88,0.28,0.2,0.21,0.73
