,kmatplot.csv,firebird.csv,popeye-chess.csv,cities3d.csv,mscore.csv,openmalaria.csv,riff-evolve.csv
cities3d.csv,0.26,0.74,0.0,0.18,0.81,0.6,0.59
firebird.csv,0.18,0.66,0.67,0.15,0.86,0.77,0.65
kmatplot.csv,0.41,0.38,0.0,0.13,0.66,0.57,0.55
mscore.csv,0.21,0.59,0.61,0.15,0.79,0.56,0.54
openmalaria.csv,0.25,0.57,0.81,0.16,0.7,0.79,0.57
popeye-chess.csv,0.23,0.64,0.7,0.42,0.74,0.64,0.64
riff-evolve.csv,0.28,0.71,0.7,0.19,0.87,0.67,0.74
