,capcode.csv,lmms.csv,linuxsh.csv,mcmc-jags.csv,scite-ru.csv,bl-toolkit.csv,nicepress.csv,sbml.csv,gpac.csv,mbse.csv,gebr.csv,gretl.csv,kowari.csv,libtorrent.csv,modellus.csv,kindb.csv,lufa-lib.csv,bibletime.csv,mplayer-ce.csv,miranda.csv
bibletime.csv,0.35,0.37,0.42,0.56,0.36,0.42,0.46,0.38,0.32,0.36,0.38,0.41,0.33,0.34,0.38,0.44,0.52,0.37,0.37,0.33
bl-toolkit.csv,0.37,0.49,0.44,0.45,0.4,0.47,0.46,0.66,0.44,0.36,0.46,0.44,0.44,0.54,0.38,0.5,0.52,0.56,0.37,0.39
capcode.csv,0.63,0.57,0.95,0.5,0.83,0.52,0.76,0.62,0.93,0.83,0.8,0.95,0.52,0.94,0.42,0.75,0.67,0.75,0.99,0.99
gebr.csv,0.42,0.4,0.45,0.44,0.41,0.44,0.43,0.35,0.35,0.36,0.46,0.39,0.38,0.36,0.38,0.43,0.52,0.36,0.38,0.34
gpac.csv,0.37,0.41,0.44,0.44,0.55,0.61,0.47,0.43,0.52,0.6,0.52,0.5,0.37,0.41,0.37,0.44,0.52,0.38,0.93,0.44
gretl.csv,0.47,0.45,0.47,0.5,0.49,0.49,0.53,0.47,0.33,0.45,0.42,0.37,0.44,0.42,0.42,0.29,0.53,0.37,0.38,0.35
kindb.csv,0.66,0.48,0.0,0.6,0.73,0.9,0.7,0.37,0.94,0.86,0.0,0.89,0.71,0.53,0.97,0.37,0.75,0.58,0.82,0.33
kowari.csv,0.52,0.65,0.67,0.48,0.33,0.86,0.59,0.4,0.83,0.86,0.84,0.54,0.6,0.45,0.67,0.42,0.64,0.61,0.5,0.49
libtorrent.csv,0.4,0.4,0.45,0.56,0.4,0.58,0.49,0.37,0.34,0.36,0.43,0.4,0.41,0.38,0.4,0.41,0.54,0.4,0.39,0.37
linuxsh.csv,0.92,0.62,0.78,0.89,0.67,0.55,0.59,0.95,0.4,0.49,0.65,0.96,0.8,0.86,0.5,0.67,0.89,0.45,0.57,0.58
lmms.csv,0.37,0.45,0.61,0.7,0.42,0.5,0.49,0.55,0.32,0.38,0.61,0.36,0.38,0.38,0.55,0.34,0.53,0.91,0.5,0.48
lufa-lib.csv,0.58,0.53,0.6,0.6,0.91,0.56,0.43,0.44,0.55,0.79,0.67,0.6,0.81,0.61,0.39,0.8,0.69,0.53,0.69,0.49
mbse.csv,0.52,0.64,0.53,0.48,0.35,0.83,0.64,0.54,0.56,0.48,0.54,0.41,0.46,0.56,0.86,0.5,0.49,0.5,0.45,0.34
mcmc-jags.csv,0.37,0.42,0.45,0.58,0.64,0.42,0.45,0.39,0.33,0.37,0.44,0.42,0.36,0.4,0.44,0.4,0.58,0.36,0.4,0.35
miranda.csv,0.55,0.51,0.8,0.67,0.5,0.75,0.5,0.51,0.9,0.86,0.0,0.84,0.65,0.39,0.91,0.44,0.96,0.61,0.99,0.38
modellus.csv,0.55,0.53,0.59,0.67,0.0,0.58,0.57,0.55,0.57,0.36,0.58,0.45,0.65,0.54,0.42,0.48,0.58,0.42,0.37,0.36
mplayer-ce.csv,0.45,0.44,0.63,0.57,0.47,0.54,0.46,0.41,0.54,0.77,0.49,0.53,0.43,0.39,0.43,0.44,0.64,0.37,0.55,0.46
nicepress.csv,0.49,0.48,0.43,0.44,0.88,0.69,0.56,0.65,0.34,0.36,0.47,0.44,0.41,0.45,0.56,0.43,0.41,0.56,0.37,0.34
sbml.csv,0.38,0.39,0.44,0.44,0.36,0.42,0.42,0.36,0.33,0.36,0.45,0.32,0.33,0.33,0.36,0.41,0.52,0.35,0.35,0.33
scite-ru.csv,0.36,0.41,0.41,0.6,0.65,0.42,0.47,0.44,0.32,0.36,0.45,0.45,0.35,0.4,0.44,0.46,0.58,0.36,0.37,0.35
