,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv,cme.csv
algebsql.csv,0.56,0.58,0.19,0.1,0.15,0.8,0.03,0.06,0.81,0.05,0.33,0.19,0.22,0.26,0.23
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hydrate.csv,0.0,0.25,0.26,0.05,0.23,0.0,0.29,0.78,0.22,0.23,0.53,0.14,0.25,0.05,0.52
ivef-sdk.csv,0.56,0.25,0.55,0.65,0.7,0.0,0.63,0.0,0.74,0.72,0.39,0.48,0.8,0.0,0.58
jmri.csv,0.62,0.75,0.0,0.65,0.47,0.67,0.66,0.21,0.49,0.26,0.44,0.81,0.31,0.47,0.46
jython.csv,0.44,0.42,0.38,0.6,0.77,0.83,0.86,0.0,0.87,0.84,0.35,0.76,0.87,0.47,0.9
kdenlive.csv,0.0,0.42,0.48,0.75,0.42,0.33,0.34,0.97,0.51,0.84,0.58,0.43,0.35,0.58,0.63
ninject.csv,0.0,0.0,0.3,0.0,0.04,0.0,0.11,0.04,0.0,0.28,0.01,0.05,0.0,0.11,0.21
ondex.csv,0.59,0.42,0.19,0.0,0.36,0.47,0.37,0.18,0.41,0.19,0.0,0.76,0.27,0.32,0.69
opentibia.csv,0.82,0.17,0.58,1.0,0.55,0.13,0.4,0.99,0.75,0.3,0.71,1.0,0.56,0.95,0.58
projectfactory.csv,0.15,0.0,0.15,0.05,0.25,0.03,0.26,0.11,0.08,0.0,0.12,0.38,0.13,0.16,0.21
taverna.csv,0.23,0.0,0.1,0.1,0.0,0.0,0.09,0.78,0.07,0.09,0.12,0.48,0.18,0.11,0.17
tigermud.csv,0.74,0.58,0.81,0.9,0.77,0.13,0.77,0.96,0.98,0.6,0.88,0.05,0.58,0.68,0.85
unbvision.csv,0.31,0.33,0.4,0.6,0.55,0.1,0.57,0.93,0.0,0.72,0.37,0.9,0.71,0.53,0.44
x-ray-mule.csv,0.28,0.17,0.36,0.0,0.49,0.0,0.51,0.0,0.61,0.6,0.22,0.43,0.55,0.16,0.04
