,wpdev.csv,mb-unit.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,unicase.csv,mecat.csv
gwanted.csv,0.15,0.69,0.2,0.82,0.04,0.66,0.33
java-gnome.csv,0.87,0.58,0.73,0.75,1.0,0.56,1.0
mb-unit.csv,0.58,0.99,0.5,0.61,0.77,0.9,1.0
mecat.csv,0.02,0.0,0.0,0.04,0.0,0.04,1.0
rodin-b-sharp.csv,0.41,0.21,0.97,0.11,0.84,0.07,0.33
unicase.csv,0.87,0.63,0.65,0.75,0.74,0.99,1.0
wpdev.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0
