,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv,cme.csv
algebsql.csv,0.43,0.47,0.64,0.48,0.72,0.46,0.7,0.33,0.5,0.9,0.44,0.72,0.85,0.65,0.67
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
hydrate.csv,0.94,0.92,0.97,0.0,0.83,0.83,0.0,0.26,0.67,0.8,0.97,0.83,0.83,0.41,0.83
ivef-sdk.csv,0.45,0.5,0.67,0.49,0.55,0.61,0.72,0.0,0.47,0.5,0.65,0.92,0.48,0.0,0.61
jmri.csv,0.47,0.49,0.58,0.55,0.57,0.45,0.61,0.3,0.53,0.47,0.7,0.46,0.74,0.5,0.46
jython.csv,0.47,0.52,0.57,0.53,0.48,0.47,0.5,0.95,0.48,0.48,0.44,0.55,0.4,0.58,0.48
kdenlive.csv,0.44,0.48,0.51,0.59,0.5,0.92,0.5,0.3,0.49,0.39,0.37,0.58,0.48,0.52,0.39
ninject.csv,0.94,0.88,0.73,0.0,0.91,0.83,0.67,0.27,0.93,0.44,0.92,0.88,0.8,0.57,0.78
ondex.csv,0.95,0.94,0.9,0.0,0.94,0.45,0.65,0.97,0.67,0.83,0.97,0.8,0.84,0.83,0.44
opentibia.csv,0.42,0.43,0.53,0.4,0.61,0.63,0.56,0.28,0.41,0.67,0.48,0.43,0.5,0.42,0.67
projectfactory.csv,0.73,0.85,0.88,0.59,0.72,0.61,0.57,0.93,0.62,0.61,0.59,0.83,0.59,0.75,0.82
taverna.csv,0.8,0.88,0.97,0.5,0.74,0.0,0.73,0.67,0.83,0.62,0.95,0.88,0.85,0.5,0.9
tigermud.csv,0.91,0.96,0.66,0.67,0.55,0.97,0.5,0.26,0.97,0.93,0.45,0.52,0.46,0.46,0.6
unbvision.csv,0.55,0.55,0.4,0.57,0.82,0.65,0.62,0.27,0.76,0.47,0.43,0.5,0.87,0.88,0.5
x-ray-mule.csv,0.48,0.76,0.89,0.69,0.62,0.75,0.83,0.83,0.53,0.53,0.57,0.95,0.64,0.89,0.64
