,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv,cme.csv
algebsql.csv,0.71,0.85,0.45,0.79,0.5,0.84,1.0,0.19,0.39,0.2,0.2,0.45,0.11,0.49,0.17
cme.csv,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hydrate.csv,0.3,0.23,0.12,0.0,0.12,0.03,0.0,0.17,0.12,0.09,0.23,0.1,0.36,0.98,0.0
ivef-sdk.csv,0.73,0.73,0.53,0.82,0.48,1.0,0.26,0.0,0.42,0.57,0.25,0.25,0.08,0.06,0.21
jmri.csv,0.65,0.81,0.98,0.4,0.43,0.27,0.32,0.23,0.38,0.47,0.19,0.68,0.07,0.6,0.25
jython.csv,0.7,0.79,0.61,0.73,0.46,0.84,0.62,0.95,0.42,0.63,0.3,0.76,0.16,0.53,0.2
kdenlive.csv,0.99,0.73,0.53,0.34,0.47,0.28,0.28,0.25,0.48,0.62,0.33,0.44,0.17,0.58,0.13
ninject.csv,0.28,0.13,0.31,0.06,0.16,0.16,0.06,0.13,0.36,0.58,0.09,0.23,1.0,0.43,0.0
ondex.csv,0.22,0.26,0.29,0.06,0.33,0.8,0.11,0.57,0.12,0.13,0.95,0.15,0.17,0.36,0.14
opentibia.csv,0.79,0.99,0.39,0.67,0.33,0.78,0.73,0.15,0.4,0.32,0.21,0.76,0.28,0.71,0.15
projectfactory.csv,0.49,0.42,0.33,0.66,0.38,0.45,0.69,0.44,0.43,0.96,0.16,0.34,0.06,0.45,0.0
taverna.csv,0.05,0.18,0.13,0.12,0.96,0.03,0.7,0.24,0.06,0.44,0.04,0.19,0.0,0.11,0.27
tigermud.csv,0.4,0.38,0.34,0.0,0.36,0.62,0.67,0.17,0.03,0.23,0.2,0.88,0.13,0.69,0.16
unbvision.csv,0.61,0.68,0.62,0.8,0.18,0.94,0.31,0.18,0.98,0.58,0.3,0.47,0.2,0.34,0.21
x-ray-mule.csv,0.56,0.35,0.32,0.98,0.56,0.11,0.16,0.21,0.3,0.54,0.23,0.37,0.05,0.24,0.3
