,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv,cme.csv
algebsql.csv,0.89,0.54,0.7,0.8,0.56,0.83,0.0,0.8,0.93,0.88,0.83,0.72,0.83,0.71,0.67
cme.csv,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
hydrate.csv,0.82,0.87,0.93,1.0,0.93,1.0,1.0,1.02,0.93,0.95,0.78,0.96,0.6,0.03,1.01
ivef-sdk.csv,0.61,0.48,0.67,0.65,0.73,0.0,0.97,1.0,0.77,0.8,0.69,0.89,1.03,0.97,0.59
jmri.csv,0.55,0.44,0.03,0.83,0.71,1.13,0.98,0.82,0.79,0.79,0.79,1.01,0.89,0.72,0.58
jython.csv,0.85,0.52,0.6,0.63,0.86,0.8,0.79,0.09,0.82,0.74,0.7,0.68,0.95,0.72,0.75
kdenlive.csv,0.03,0.52,0.62,0.86,0.66,0.84,0.98,0.85,0.55,0.77,0.65,0.74,0.65,0.74,0.83
ninject.csv,0.84,0.94,0.8,0.97,0.9,0.91,0.97,1.06,0.74,0.92,0.94,0.87,0.0,0.73,1.01
ondex.csv,0.9,0.94,0.82,0.97,0.76,0.97,1.03,0.27,0.93,0.93,0.09,0.92,0.67,0.79,0.8
opentibia.csv,0.77,0.08,0.8,1.01,0.76,0.35,0.44,1.04,0.7,0.81,0.78,0.68,0.42,0.86,0.7
projectfactory.csv,0.73,0.8,0.78,0.72,0.69,0.98,0.5,0.64,0.59,0.08,0.84,0.79,0.95,0.72,1.09
taverna.csv,0.97,0.9,0.93,0.93,0.04,0.99,0.42,0.86,0.97,0.72,0.98,0.91,1.03,0.94,0.62
tigermud.csv,0.85,0.8,0.85,1.01,0.72,0.55,0.63,0.96,1.03,0.87,0.82,0.2,0.8,0.74,0.69
unbvision.csv,0.67,0.8,0.98,0.47,0.89,0.11,1.0,1.0,0.03,0.73,0.69,0.77,0.64,0.79,0.61
x-ray-mule.csv,0.66,0.82,0.83,0.03,0.56,0.94,0.97,0.86,0.99,0.79,0.74,0.83,0.99,0.87,0.4
