,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv,cme.csv
algebsql.csv,0.63,0.92,0.48,0.65,0.48,0.73,1.0,0.11,0.25,0.5,0.13,0.67,0.08,0.65,0.11
cme.csv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hydrate.csv,0.81,0.92,0.5,0.0,0.33,0.17,0.0,0.1,0.67,0.4,0.22,0.33,0.33,1.0,0.0
ivef-sdk.csv,0.71,0.94,0.5,0.7,0.36,1.0,0.28,0.0,0.28,0.47,0.18,0.46,0.04,1.0,0.12
jmri.csv,0.75,0.94,0.99,0.5,0.34,0.37,0.31,0.13,0.26,0.43,0.15,0.58,0.04,0.63,0.14
jython.csv,0.63,0.92,0.54,0.67,0.32,0.73,0.5,1.0,0.27,0.51,0.19,0.68,0.09,0.62,0.11
kdenlive.csv,0.99,0.93,0.54,0.47,0.37,0.92,0.28,0.14,0.35,0.5,0.21,0.63,0.1,0.62,0.07
ninject.csv,0.75,0.75,0.49,1.0,0.27,1.0,0.33,0.07,0.53,0.45,0.15,0.62,1.0,0.71,0.0
ondex.csv,0.5,0.72,0.51,1.0,0.44,0.69,0.15,0.45,0.67,0.5,1.0,0.6,0.11,0.67,0.08
opentibia.csv,0.69,0.99,0.4,0.56,0.32,0.92,0.66,0.08,0.28,0.42,0.14,0.68,0.17,0.63,0.1
projectfactory.csv,0.64,0.85,0.54,0.62,0.4,0.53,0.62,0.57,0.33,1.0,0.11,0.67,0.03,0.69,0.0
taverna.csv,0.4,1.0,0.5,1.0,0.96,1.0,0.7,1.0,0.17,0.47,0.05,0.5,0.0,1.0,0.2
tigermud.csv,0.53,0.87,0.36,0.0,0.34,1.0,0.56,0.1,0.03,0.43,0.13,0.94,0.07,0.65,0.1
unbvision.csv,0.67,0.85,0.46,0.74,0.24,0.97,0.3,0.1,1.0,0.49,0.19,0.58,0.13,0.88,0.12
x-ray-mule.csv,0.68,0.86,0.38,1.0,0.44,1.0,0.22,0.5,0.2,0.46,0.16,0.53,0.03,0.56,0.18
