,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv,cme.csv
algebsql.csv,0.87,0.5,0.4,0.8,0.28,0.83,0.0,0.68,0.92,0.12,0.62,0.29,0.22,0.37,0.31
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hydrate.csv,0.08,0.08,0.06,0.05,0.08,0.17,0.03,0.99,0.01,0.07,0.18,0.19,0.07,0.0,0.12
ivef-sdk.csv,0.56,0.25,0.52,0.65,0.68,0.0,0.6,0.0,0.75,0.74,0.43,0.33,0.84,0.0,0.56
jmri.csv,0.36,0.33,0.01,0.5,0.58,0.8,0.71,0.8,0.74,0.63,0.31,1.0,0.4,0.58,0.58
jython.csv,0.82,0.42,0.52,0.6,0.83,0.8,0.77,0.0,0.81,0.72,0.64,0.67,0.95,0.47,0.75
kdenlive.csv,0.03,0.33,0.38,0.45,0.55,0.03,0.66,0.84,0.49,0.74,0.63,0.33,0.51,0.58,0.73
ninject.csv,0.1,0.17,0.21,0.0,0.15,0.0,0.06,0.94,0.08,0.91,0.07,0.14,0.0,0.21,0.17
ondex.csv,0.26,0.42,0.17,0.0,0.17,0.97,0.49,0.14,0.01,0.07,0.0,0.1,0.31,0.21,0.69
opentibia.csv,0.77,0.08,0.5,1.0,0.36,0.13,0.4,0.96,0.64,0.33,0.52,0.67,0.36,0.84,0.37
projectfactory.csv,0.41,0.33,0.18,0.65,0.28,0.77,0.46,0.04,0.46,0.0,0.43,0.19,0.51,0.26,0.42
taverna.csv,0.08,0.0,0.07,0.0,0.02,0.0,0.29,0.0,0.06,0.42,0.12,0.19,0.24,0.0,0.15
tigermud.csv,0.51,0.25,0.51,0.15,0.36,0.0,0.6,0.89,0.34,0.19,0.58,0.1,0.69,0.68,0.35
unbvision.csv,0.51,0.67,0.98,0.45,0.25,0.07,0.74,0.96,0.0,0.67,0.64,0.48,0.24,0.05,0.58
x-ray-mule.csv,0.41,0.25,0.38,0.0,0.51,0.0,0.4,0.02,0.92,0.72,0.47,0.43,0.58,0.21,0.35
