,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,quark.csv,pnotepad.csv
bacnet.csv,0.72,0.1,0.64,0.23,0.31,0.56,0.53,0.33,0.13,0.44,0.41,0.61
gamestone.csv,0.23,0.67,0.3,0.33,0.19,0.0,0.13,0.29,0.03,0.25,0.0,0.15
gbif-providertoolkit.csv,0.57,0.0,0.38,0.36,0.52,0.64,0.53,0.33,0.16,0.46,0.24,0.56
heekscad.csv,0.79,0.17,0.63,0.49,0.35,0.51,0.53,0.34,0.12,0.35,0.39,0.84
igarden.csv,0.66,0.19,0.42,0.52,0.29,0.59,0.36,0.22,0.09,0.24,0.48,0.6
levent.csv,0.73,0.08,0.47,0.3,0.36,0.77,0.46,0.35,0.0,0.21,0.13,0.53
lportal.csv,0.39,0.0,0.35,0.06,0.13,0.18,0.05,0.35,0.24,0.03,0.0,0.15
openmsx.csv,0.69,0.24,0.35,0.47,0.28,0.49,0.04,0.26,0.0,0.55,0.31,0.47
owlapi.csv,0.48,0.0,0.46,0.19,0.28,0.71,0.51,0.52,0.05,0.51,0.36,0.65
pnotepad.csv,0.71,0.33,0.63,0.47,0.28,0.69,0.52,0.23,0.08,0.43,0.33,0.95
quark.csv,0.44,0.36,0.53,0.12,0.17,0.04,0.1,0.2,0.15,0.11,0.58,0.25
xcsoar.csv,0.75,0.35,0.66,0.47,0.37,0.59,0.48,0.34,0.12,0.44,0.33,0.44
