,ifmo-game-1.csv,quarkplusplus.csv,dataobjectsdotnet.csv,xapian.csv,pi-qmc.csv,gstreamer.csv,zemljanka.csv
dataobjectsdotnet.csv,0.29,0.29,0.97,0.31,0.14,0.28,0.26
gstreamer.csv,0.71,0.29,0.37,0.62,0.64,0.94,0.3
ifmo-game-1.csv,1.0,0.0,0.0,0.0,0.0,0.0,0.01
pi-qmc.csv,0.57,0.5,0.58,0.62,0.95,0.37,0.9
quarkplusplus.csv,0.29,0.96,0.23,0.19,0.18,0.23,0.08
xapian.csv,0.57,0.46,0.31,0.85,0.36,0.43,0.18
zemljanka.csv,1.0,0.96,1.0,0.96,1.0,0.99,1.0
