,qpe.csv,ikvm.csv,acegisecurity.csv,amateur-scrolls.csv,unflobtactical.csv,irrlicht.csv,ultimairis.csv,sigil.csv,xbg.csv,lportal.csv,ns-3-dev-def-routing.csv,les-indemodables.csv,biopax.csv,exl.csv,crux-framework.csv
acegisecurity.csv,0.0,1.0,0.0,65.0,5.0,1.0,0.0,6.0,1.0,13.0,2.0,0.0,1.0,1.0,12.0
amateur-scrolls.csv,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,62.0,104.0,1.0,4.0,0.0,0.0,22.0
biopax.csv,0.0,2.0,1.0,4.0,2.0,0.0,0.0,4.0,4.0,73.0,0.0,0.0,0.0,0.0,68.0
crux-framework.csv,499.0,0.0,143.0,65.0,60.0,223.0,150.0,88.0,62.0,10.0,208.0,101.0,90.0,53.0,0.0
exl.csv,0.0,0.0,4.0,4.0,4.0,0.0,0.0,3.0,4.0,70.0,1.0,3.0,1.0,0.0,40.0
ikvm.csv,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,62.0,3.0,0.0,1.0,0.0,14.0
irrlicht.csv,0.0,1.0,2.0,13.0,0.0,0.0,1.0,8.0,3.0,134.0,2.0,0.0,1.0,0.0,16.0
les-indemodables.csv,42.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,4.0,175.0,1.0,0.0,0.0,0.0,15.0
lportal.csv,88.0,0.0,18.0,6.0,0.0,0.0,1.0,3.0,10.0,0.0,9.0,0.0,1.0,0.0,111.0
ns-3-dev-def-routing.csv,0.0,0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,49.0,0.0,0.0,0.0,1.0,111.0
qpe.csv,0.0,0.0,7.0,9.0,1.0,0.0,1.0,1.0,15.0,171.0,2.0,0.0,2.0,0.0,43.0
sigil.csv,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,8.0,62.0,1.0,0.0,0.0,0.0,35.0
ultimairis.csv,0.0,0.0,6.0,11.0,0.0,0.0,0.0,6.0,11.0,160.0,1.0,0.0,0.0,0.0,59.0
unflobtactical.csv,0.0,0.0,5.0,13.0,0.0,0.0,7.0,3.0,18.0,223.0,7.0,0.0,2.0,0.0,43.0
xbg.csv,13.0,2.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,292.0,4.0,2.0,0.0,2.0,21.0
