,qpe.csv,ikvm.csv,acegisecurity.csv,amateur-scrolls.csv,unflobtactical.csv,irrlicht.csv,ultimairis.csv,sigil.csv,xbg.csv,lportal.csv,ns-3-dev-def-routing.csv,les-indemodables.csv,biopax.csv,exl.csv,crux-framework.csv
acegisecurity.csv,0.1,0.43,0.97,0.0,0.38,0.82,0.54,0.6,0.21,0.08,0.37,0.36,0.88,0.88,0.05
amateur-scrolls.csv,0.16,0.27,0.39,1.0,0.67,0.81,0.75,0.85,0.0,0.07,0.3,0.42,1.0,0.92,0.04
biopax.csv,0.12,0.41,0.37,0.4,0.66,0.79,0.35,0.69,0.24,0.05,0.46,0.42,0.99,0.83,0.03
crux-framework.csv,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,1.0
exl.csv,0.12,0.44,0.3,0.38,0.59,0.8,0.42,0.7,0.21,0.05,0.47,0.45,0.94,1.0,0.04
ikvm.csv,0.11,1.0,0.2,1.0,0.56,0.8,0.44,0.57,0.3,0.04,0.38,0.43,0.73,1.0,0.06
irrlicht.csv,0.08,0.46,0.32,0.17,0.59,0.99,0.36,0.62,0.17,0.08,0.4,0.37,0.77,0.85,0.05
les-indemodables.csv,0.13,0.22,0.52,0.17,0.85,0.74,0.34,0.85,0.2,0.07,0.41,1.0,0.88,0.9,0.06
lportal.csv,0.02,0.48,0.05,0.1,0.54,0.71,0.27,0.44,0.1,1.0,0.26,0.14,0.48,0.36,0.0
ns-3-dev-def-routing.csv,0.14,0.47,0.37,0.5,0.76,0.87,0.61,0.76,0.24,0.05,0.99,0.41,1.0,0.89,0.0
qpe.csv,1.0,0.47,0.26,0.26,0.5,0.76,0.28,0.5,0.13,0.03,0.36,0.33,0.74,0.6,0.02
sigil.csv,0.17,0.42,0.37,0.45,0.78,0.87,0.38,1.0,0.15,0.07,0.48,0.42,0.94,0.89,0.04
ultimairis.csv,0.08,0.46,0.33,0.38,0.68,0.77,0.98,0.73,0.13,0.04,0.39,0.44,0.96,0.79,0.02
unflobtactical.csv,0.11,0.5,0.36,0.3,1.0,0.8,0.34,0.82,0.17,0.05,0.45,0.31,0.79,0.78,0.02
xbg.csv,0.09,0.23,0.6,0.27,0.5,0.76,0.39,0.6,1.0,0.04,0.43,0.31,1.0,0.71,0.04
