,qpe.csv,ikvm.csv,acegisecurity.csv,amateur-scrolls.csv,unflobtactical.csv,irrlicht.csv,ultimairis.csv,sigil.csv,xbg.csv,lportal.csv,ns-3-dev-def-routing.csv,les-indemodables.csv,biopax.csv,exl.csv,crux-framework.csv
acegisecurity.csv,0.53,0.51,0.96,0.0,0.17,0.31,0.18,0.51,0.53,0.72,0.27,0.0,0.43,0.2,0.67
amateur-scrolls.csv,0.36,0.17,0.42,1.0,0.13,0.24,0.16,0.38,0.0,0.4,0.13,0.26,0.22,0.34,0.37
biopax.csv,0.77,0.52,0.73,0.72,0.68,0.56,0.62,0.76,0.8,0.52,0.67,0.56,0.97,0.73,0.09
crux-framework.csv,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,1.0
exl.csv,0.75,0.27,0.57,0.69,0.57,0.43,0.25,0.76,0.77,0.64,0.67,0.7,0.74,1.0,0.72
ikvm.csv,0.66,0.96,0.1,0.12,0.43,0.42,0.36,0.29,0.43,0.3,0.31,0.19,0.18,0.24,0.38
irrlicht.csv,0.3,0.55,0.36,0.18,0.3,1.0,0.65,0.53,0.29,0.47,0.51,0.44,0.17,0.31,0.37
les-indemodables.csv,0.5,0.21,0.37,0.06,0.36,0.23,0.27,0.47,0.29,0.45,0.36,0.93,0.25,0.49,0.87
lportal.csv,0.1,0.52,0.02,0.12,0.4,0.17,0.3,0.1,0.29,0.91,0.25,0.13,0.21,0.12,0.0
ns-3-dev-def-routing.csv,0.71,0.4,0.36,0.62,0.5,0.4,0.27,0.7,0.54,0.32,0.98,0.61,0.44,0.62,0.0
qpe.csv,0.82,0.63,0.51,0.49,0.2,0.52,0.23,0.1,0.41,0.45,0.46,0.41,0.0,0.3,0.35
sigil.csv,0.71,0.46,0.7,0.76,0.71,0.37,0.59,0.98,0.29,0.64,0.63,0.55,0.53,0.8,0.76
ultimairis.csv,0.55,0.6,0.64,0.66,0.64,0.39,1.0,0.7,0.55,0.41,0.55,0.55,0.78,0.57,0.4
unflobtactical.csv,0.59,0.36,0.58,0.47,0.98,0.46,0.58,0.49,0.52,0.6,0.44,0.47,0.55,0.6,0.34
xbg.csv,0.12,0.17,0.1,0.42,0.17,0.35,0.48,0.27,1.0,0.26,0.36,0.17,0.05,0.28,0.37
