,cleartk.csv,intact.csv,miranda-icq.csv,roolo.csv,ofbiz.csv
cleartk.csv,0.91,0.37,0.42,0.55,0.65
intact.csv,0.69,0.56,0.0,0.32,0.79
miranda-icq.csv,0.63,0.44,0.51,0.37,0.66
ofbiz.csv,0.77,0.41,0.4,0.4,0.8
roolo.csv,0.81,0.4,0.4,0.73,0.76
