,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,servicestack.csv,gephex.csv,coot.csv
adonthell.csv,0.25,0.54,0.21,0.5,0.97,0.51,0.39,0.35,0.58,0.52,0.24,0.36,0.59,0.21,0.17,0.74,0.61,0.6,0.56,0.35
autofac.csv,0.62,0.68,0.43,0.92,0.42,0.38,0.61,0.43,0.49,0.81,0.34,0.72,0.4,0.0,0.46,0.79,0.59,0.52,0.45,0.55
avisynth2.csv,0.01,0.05,0.02,0.04,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.09,0.04,1.0,0.0,0.05,0.0,0.21,0.0,0.0
azureus.csv,0.15,0.39,0.53,0.24,0.18,0.04,0.58,0.28,0.63,0.54,0.55,1.0,0.34,0.0,0.6,0.38,0.49,0.39,0.12,0.06
coot.csv,0.73,0.45,0.19,0.36,0.44,0.53,0.65,0.52,0.23,0.56,0.58,0.67,0.5,0.38,0.44,0.49,0.39,0.28,0.46,0.99
dsworkbench.csv,0.41,0.39,0.93,0.28,0.38,0.1,0.74,0.44,0.12,0.42,0.0,0.23,0.37,0.64,0.47,0.39,0.36,0.62,0.24,0.02
forester-atv.csv,0.07,0.93,0.26,0.04,0.02,0.11,0.07,0.23,0.18,0.15,0.0,0.19,0.12,0.0,0.0,0.1,0.15,0.07,0.05,0.06
freelords.csv,0.61,0.55,0.39,0.54,0.56,0.97,0.57,0.54,0.61,0.56,0.69,0.55,0.6,0.21,0.53,0.32,0.58,0.65,0.49,0.59
gabel.csv,0.01,0.27,0.05,0.52,0.16,0.05,0.4,0.63,0.39,0.9,0.65,0.27,0.2,0.0,0.0,0.18,0.35,0.0,0.1,0.0
geotools.csv,0.51,0.36,0.36,0.12,0.26,0.19,0.4,0.36,0.35,0.14,0.12,0.36,0.37,0.0,0.62,0.23,0.96,0.39,0.37,0.55
gephex.csv,0.31,0.37,0.47,0.6,0.56,0.51,0.69,0.64,0.28,0.4,0.32,0.29,0.55,0.34,0.58,0.47,0.62,0.74,0.96,0.57
google-collections.csv,1.0,0.09,0.24,0.13,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.4,0.0,0.0,0.0,0.0,0.0,0.21,0.13
jpaul.csv,0.28,0.14,0.21,0.32,0.0,0.0,0.95,0.26,0.39,0.43,0.12,0.63,0.5,0.38,0.33,0.36,0.37,0.15,0.0,0.1
mycila.csv,0.12,0.0,0.19,0.5,0.21,0.0,0.14,0.04,0.46,0.0,1.0,0.25,0.31,0.0,0.33,0.15,0.17,0.07,0.09,0.52
neodatis-odb.csv,0.0,0.61,0.59,0.5,0.28,0.31,0.14,0.93,0.4,0.41,0.12,0.34,0.36,0.0,0.32,0.23,0.29,0.63,0.41,0.56
octet.csv,0.69,0.53,0.67,0.33,0.33,0.31,0.39,0.42,0.18,0.61,0.0,0.64,0.46,0.68,1.0,0.71,0.54,0.28,0.29,0.12
pokenetonline.csv,0.55,0.69,0.63,0.57,0.61,0.45,0.51,0.41,0.38,0.73,0.44,0.53,1.0,0.69,0.34,0.74,0.63,0.56,0.43,0.14
scenemonitor.csv,0.69,0.43,0.59,0.6,0.38,0.48,0.54,0.4,1.0,0.56,0.23,0.63,0.45,0.32,0.64,0.48,0.6,0.48,0.39,0.59
servicestack.csv,0.07,0.67,0.34,0.36,0.18,0.28,0.4,0.31,0.24,0.43,0.0,0.45,0.44,0.67,0.17,0.35,0.38,0.9,0.12,0.36
twostep.csv,0.22,0.72,0.61,0.56,0.12,0.45,0.46,0.35,0.12,0.71,0.53,0.67,0.51,0.0,0.33,1.0,0.66,0.46,0.27,0.32
