,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,servicestack.csv,gephex.csv,coot.csv
adonthell.csv,0.94,0.34,0.55,0.46,0.63,0.47,0.53,0.5,0.58,0.49,0.73,0.84,0.5,0.42,0.47,0.4,0.41,0.5,0.55,0.89
autofac.csv,0.41,0.33,0.52,0.54,0.71,0.56,0.39,0.4,0.53,0.4,0.65,0.39,0.52,0.58,0.5,0.33,0.45,0.73,0.46,0.45
avisynth2.csv,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.8,0.5,0.67,0.0,0.0,0.67,0.8,0.0,0.0
azureus.csv,0.9,0.7,0.44,0.35,0.86,0.67,0.59,0.85,0.53,0.74,0.45,0.68,0.61,0.0,0.49,0.5,0.57,0.5,0.92,0.8
coot.csv,0.41,0.53,0.78,0.77,0.55,0.58,0.52,0.58,0.73,0.54,0.52,0.46,0.49,0.86,0.53,0.68,0.67,0.64,0.49,0.51
dsworkbench.csv,0.55,0.57,0.41,0.79,0.96,0.83,0.5,0.57,0.67,0.74,0.8,0.86,0.72,0.55,0.56,0.67,0.63,0.48,0.94,0.8
forester-atv.csv,0.8,0.52,0.75,0.0,0.67,0.92,0.0,0.88,0.75,0.86,0.0,0.97,0.88,0.67,0.0,0.5,0.97,0.67,0.88,0.75
freelords.csv,0.49,0.42,0.36,0.35,0.42,0.41,0.5,0.45,0.39,0.47,0.36,0.44,0.37,0.42,0.53,0.54,0.4,0.43,0.37,0.46
gabel.csv,0.0,0.93,0.5,0.7,0.9,0.67,0.88,0.58,0.72,0.86,0.56,0.96,0.92,0.0,0.8,0.83,0.83,0.0,0.91,0.0
geotools.csv,0.72,0.86,0.8,0.91,0.65,0.89,0.75,0.69,0.89,0.93,0.86,0.85,0.71,0.9,0.86,0.88,0.68,0.78,0.68,0.45
gephex.csv,0.86,0.52,0.46,0.42,0.53,0.58,0.57,0.49,0.64,0.54,0.48,0.84,0.39,0.46,0.58,0.42,0.46,0.39,0.49,0.57
google-collections.csv,0.39,0.37,0.37,0.33,0.45,0.38,0.45,0.4,0.31,0.46,0.37,0.38,0.32,0.4,0.45,0.42,0.41,0.41,0.35,0.45
jpaul.csv,0.68,0.9,0.73,0.75,0.0,0.0,0.62,0.95,0.56,0.75,0.75,0.5,0.51,0.75,0.89,0.9,0.72,0.67,0.0,0.8
mycila.csv,0.88,0.0,0.9,0.52,0.93,0.0,0.92,0.67,0.58,0.8,0.9,0.98,0.71,0.86,0.82,0.8,0.97,0.75,0.83,0.59
neodatis-odb.csv,0.78,0.53,0.46,0.51,0.82,0.79,0.83,0.76,0.82,0.74,0.8,0.79,0.7,0.75,0.75,0.86,0.81,0.55,0.7,0.51
octet.csv,0.43,0.41,0.45,0.8,0.95,0.61,0.72,0.63,0.77,0.45,0.86,0.37,0.57,0.8,0.86,0.44,0.5,0.91,0.96,0.9
pokenetonline.csv,0.4,0.34,0.42,0.46,0.63,0.47,0.44,0.46,0.53,0.43,0.5,0.4,0.38,0.41,0.86,0.41,0.41,0.5,0.48,0.92
scenemonitor.csv,0.39,0.45,0.51,0.47,0.51,0.49,0.4,0.57,0.55,0.54,0.6,0.45,0.5,0.53,0.5,0.49,0.49,0.59,0.39,0.45
servicestack.csv,0.8,0.46,0.6,0.86,0.87,0.68,0.89,0.63,0.86,0.81,0.88,0.64,0.59,0.64,0.86,0.73,0.61,0.73,0.93,0.55
twostep.csv,0.79,0.34,0.4,0.55,0.93,0.5,0.5,0.43,0.86,0.4,0.53,0.46,0.52,0.91,0.58,0.5,0.42,0.62,0.91,0.67
