,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,servicestack.csv,gephex.csv,coot.csv
adonthell.csv,0.21,0.58,0.58,0.48,0.97,0.47,0.35,0.32,0.55,0.5,0.2,0.32,0.62,1.0,0.14,0.85,0.62,0.59,0.55,0.32
autofac.csv,0.57,0.88,0.38,0.9,0.37,0.35,0.59,0.41,0.45,0.88,0.3,0.77,0.35,0.0,0.43,0.85,0.61,0.47,0.41,0.57
avisynth2.csv,0.01,0.04,0.02,0.03,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.07,0.03,1.0,0.0,0.04,0.0,0.18,0.0,0.0
azureus.csv,0.12,0.35,0.64,0.9,0.15,0.03,0.71,0.24,0.6,0.5,0.8,1.0,0.3,0.0,0.86,0.73,0.58,0.65,0.1,0.05
coot.csv,0.68,0.46,0.16,0.31,0.4,0.53,0.71,0.57,0.2,0.88,0.6,0.75,0.52,0.33,0.43,0.5,0.36,0.24,0.45,1.0
dsworkbench.csv,0.36,0.35,0.92,0.24,0.33,0.08,0.76,0.41,0.1,0.38,0.0,0.2,0.33,0.67,0.43,0.38,0.32,0.59,0.2,0.02
forester-atv.csv,0.06,0.92,0.22,0.03,0.02,0.09,0.06,0.19,0.15,0.12,0.0,0.16,0.1,0.0,0.0,0.08,0.12,0.06,0.04,0.05
freelords.csv,0.56,0.65,0.9,0.79,0.67,0.97,0.65,0.65,0.7,0.75,0.9,0.75,0.83,1.0,0.57,0.5,0.84,0.71,0.66,0.85
gabel.csv,0.01,0.23,0.04,0.48,0.13,0.04,0.35,0.7,0.35,0.88,0.7,0.23,0.17,0.0,0.0,0.15,0.32,0.0,0.08,0.0
geotools.csv,0.45,0.31,0.32,0.1,0.22,0.16,0.35,0.32,0.3,0.12,0.1,0.32,0.33,0.0,0.57,0.19,0.95,0.35,0.34,0.52
gephex.csv,0.26,0.35,0.74,0.69,0.68,0.47,0.71,0.68,0.25,0.38,0.3,0.25,0.8,0.33,0.57,0.92,0.65,0.82,0.96,0.65
google-collections.csv,1.0,0.92,1.0,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,0.98,1.0,1.0,1.0,1.0,1.0,0.94,1.0
jpaul.csv,0.24,0.12,0.18,0.28,0.0,0.0,0.94,0.22,0.35,0.38,0.1,0.66,0.47,0.33,0.29,0.31,0.34,0.12,0.0,0.08
mycila.csv,0.1,0.0,0.16,0.52,0.18,0.0,0.12,0.03,0.45,0.0,1.0,0.21,0.28,0.0,0.29,0.12,0.14,0.06,0.07,0.5
neodatis-odb.csv,0.38,0.65,0.58,0.55,0.25,0.28,0.12,0.92,0.35,0.38,0.1,0.3,0.32,0.0,0.29,0.19,0.25,0.76,0.38,0.72
octet.csv,0.64,0.54,0.68,0.28,0.28,0.27,0.35,0.38,0.15,0.62,0.0,0.89,0.42,0.67,1.0,0.69,0.52,0.24,0.25,0.1
pokenetonline.csv,0.57,0.77,0.84,0.55,0.57,0.41,0.47,0.38,0.35,0.75,0.4,0.89,1.0,1.0,0.29,0.73,0.64,0.53,0.42,0.12
scenemonitor.csv,0.76,0.42,0.64,0.69,0.8,0.63,0.53,0.38,1.0,0.62,0.2,0.77,0.53,0.33,0.71,0.69,0.66,0.47,0.86,0.92
servicestack.csv,0.06,0.65,0.3,0.31,0.15,0.24,0.35,0.27,0.2,0.38,0.0,0.41,0.4,0.67,0.14,0.31,0.34,0.88,0.1,0.32
twostep.csv,0.18,0.85,0.68,0.52,0.1,0.41,0.41,0.32,0.1,0.75,0.5,0.68,0.47,0.0,0.29,1.0,0.65,0.41,0.23,0.28
