,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,servicestack.csv,gephex.csv,coot.csv
adonthell.csv,0.0,3.0,2.0,8.0,0.0,0.0,6.0,5.0,1.0,0.0,1.0,9.0,0.0,35.0,13.0,7.0,6.0,1.0,1.0,2.0
autofac.csv,0.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,7.0,4.0,16.0,0.0,64.0,11.0,0.0,13.0,0.0,0.0,0.0
avisynth2.csv,0.0,1.0,0.0,0.0,107.0,106.0,0.0,106.0,51.0,99.0,51.0,0.0,0.0,0.0,57.0,0.0,298.0,1.0,111.0,76.0
azureus.csv,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,8.0,0.0,3.0,64.0,5.0,0.0,32.0,0.0,0.0,3.0
coot.csv,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,18.0,5.0,7.0,0.0,0.0,1.0,0.0,14.0,4.0,0.0,0.0
dsworkbench.csv,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,17.0,51.0,1.0,0.0,18.0,5.0,22.0,9.0,1.0,0.0,4.0
forester-atv.csv,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51.0,12.0,2.0,64.0,57.0,0.0,3.0,2.0,3.0,0.0
freelords.csv,0.0,3.0,2.0,2.0,1.0,0.0,7.0,1.0,9.0,6.0,1.0,14.0,1.0,34.0,12.0,18.0,12.0,4.0,1.0,1.0
gabel.csv,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,7.0,1.0,1.0,64.0,57.0,0.0,23.0,62.0,0.0,76.0
geotools.csv,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,13.0,2.0,1.0,0.0,64.0,0.0,2.0,0.0,0.0,2.0,1.0
gephex.csv,0.0,2.0,1.0,3.0,0.0,0.0,4.0,0.0,9.0,35.0,9.0,33.0,0.0,36.0,3.0,16.0,1.0,0.0,0.0,2.0
google-collections.csv,0.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,20.0,9.0,18.0,2.0,35.0,5.0,0.0,35.0,0.0,0.0,1.0
jpaul.csv,0.0,4.0,0.0,0.0,107.0,106.0,0.0,0.0,4.0,8.0,1.0,8.0,1.0,2.0,6.0,1.0,23.0,1.0,111.0,1.0
mycila.csv,0.0,65.0,0.0,6.0,0.0,106.0,9.0,2.0,11.0,99.0,0.0,13.0,0.0,64.0,0.0,2.0,5.0,3.0,1.0,0.0
neodatis-odb.csv,0.0,3.0,0.0,0.0,5.0,1.0,6.0,0.0,0.0,28.0,4.0,9.0,3.0,64.0,12.0,0.0,17.0,0.0,2.0,0.0
octet.csv,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,6.0,16.0,51.0,8.0,2.0,13.0,0.0,0.0,15.0,0.0,1.0,1.0
pokenetonline.csv,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,5.0,7.0,0.0,17.0,0.0,19.0,4.0,1.0,2.0,0.0,1.0,2.0
scenemonitor.csv,0.0,7.0,3.0,0.0,1.0,1.0,4.0,0.0,0.0,9.0,2.0,20.0,0.0,27.0,8.0,0.0,12.0,0.0,0.0,1.0
servicestack.csv,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,5.0,51.0,7.0,0.0,11.0,4.0,2.0,12.0,0.0,0.0,1.0
twostep.csv,0.0,3.0,0.0,0.0,1.0,2.0,4.0,0.0,1.0,8.0,0.0,9.0,0.0,64.0,9.0,0.0,4.0,1.0,0.0,1.0
