,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,servicestack.csv,gephex.csv,coot.csv
adonthell.csv,1.0,0.39,0.66,0.5,0.98,0.86,0.35,0.3,0.58,0.1,0.18,0.32,0.74,0.05,0.05,0.49,0.38,0.38,0.7,0.48
autofac.csv,1.0,0.47,0.9,1.0,0.79,0.72,0.43,0.33,0.6,0.16,0.18,0.38,0.91,0.0,0.15,0.56,0.34,0.53,0.71,0.55
avisynth2.csv,1.0,0.25,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,1.0,1.0,0.0,1.0,0.0,0.6,0.0,0.0
azureus.csv,1.0,0.45,0.74,0.46,0.64,0.67,0.31,0.35,0.63,0.21,0.2,1.0,0.78,0.0,0.14,0.33,0.25,0.22,0.58,0.4
coot.csv,1.0,0.33,0.89,0.69,0.6,0.76,0.36,0.33,0.27,0.09,0.22,0.33,0.69,0.14,0.1,0.35,0.27,0.36,0.6,0.98
dsworkbench.csv,1.0,0.43,1.0,0.5,0.83,1.0,0.5,0.38,0.67,0.11,0.0,0.19,0.69,0.07,0.17,0.28,0.29,0.48,0.88,0.2
forester-atv.csv,1.0,0.96,0.92,1.0,0.33,0.54,1.0,0.88,0.75,0.14,0.0,0.26,0.75,0.0,0.0,1.0,0.3,0.33,0.38,0.5
freelords.csv,1.0,0.4,0.76,0.48,0.56,0.99,0.31,0.34,0.42,0.08,0.25,0.26,0.74,0.05,0.12,0.25,0.31,0.34,0.6,0.56
gabel.csv,1.0,0.43,1.0,0.61,0.8,1.0,0.75,0.4,0.39,1.0,0.26,0.5,0.77,0.0,0.0,0.67,0.23,0.0,0.55,0.0
geotools.csv,1.0,0.57,0.8,0.27,0.5,0.72,0.75,0.41,0.67,0.07,0.14,0.39,0.71,0.0,0.57,0.62,0.99,0.33,0.6,0.64
gephex.csv,1.0,0.31,0.74,0.5,0.56,0.86,0.43,0.42,0.23,0.06,0.11,0.23,0.72,0.03,0.17,0.39,0.35,0.39,0.99,0.53
google-collections.csv,1.0,0.38,0.77,0.47,0.56,0.74,0.29,0.35,0.38,0.08,0.19,0.26,0.73,0.05,0.12,0.37,0.28,0.27,0.63,0.53
jpaul.csv,1.0,0.3,0.82,0.67,0.0,0.0,1.0,0.4,0.44,0.19,0.25,0.32,0.76,0.25,0.22,0.8,0.27,0.67,0.0,0.6
mycila.csv,1.0,0.0,0.8,0.45,0.79,0.0,0.15,0.33,0.38,0.0,1.0,0.27,0.61,0.0,0.12,0.6,0.31,0.25,0.83,0.59
neodatis-odb.csv,0.94,0.45,0.83,0.43,0.38,0.67,0.11,1.0,0.64,0.07,0.2,0.28,0.7,0.0,0.07,0.71,0.25,0.31,0.63,0.53
octet.csv,1.0,0.41,0.85,0.8,0.89,0.68,0.33,0.47,0.23,0.11,0.0,0.31,0.83,0.1,1.0,0.67,0.36,0.36,0.75,0.4
pokenetonline.csv,0.98,0.49,0.79,0.57,0.79,0.8,0.44,0.36,0.37,0.16,0.25,0.28,1.0,0.07,0.29,0.66,0.39,0.45,0.58,0.42
scenemonitor.csv,0.98,0.33,0.78,0.5,0.53,0.7,0.36,0.27,1.0,0.08,0.13,0.3,0.64,0.02,0.16,0.34,0.32,0.28,0.63,0.57
servicestack.csv,1.0,0.65,0.75,0.64,0.6,0.76,0.67,0.37,0.57,0.19,0.0,0.36,0.83,0.09,0.14,0.53,0.33,1.0,0.47,0.65
twostep.csv,1.0,0.5,0.79,0.68,0.43,0.8,0.5,0.27,0.29,0.14,0.29,0.39,0.85,0.0,0.17,1.0,0.45,0.54,0.7,0.46
