,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,0.55,0.73,0.67,0.71,0.64,0.8,0.87,0.82,0.76,0.1,0.67,0.78,0.58,0.4,0.83
cornerstone.csv,0.81,0.74,0.9,0.7,0.76,0.06,0.81,0.67,0.75,0.83,0.56,0.78,0.61,0.89,0.58
esmf.csv,0.94,0.18,0.65,0.75,0.63,0.72,0.68,0.54,0.58,1.0,0.65,0.78,0.78,0.49,0.93
frogatto.csv,0.55,0.59,0.54,0.51,0.53,0.64,0.46,0.65,0.77,0.66,0.57,0.65,0.0,0.63,0.64
gretl.csv,0.73,0.58,0.69,0.73,0.59,0.8,0.86,0.77,0.03,0.78,0.59,0.77,0.75,0.78,0.63
kindb.csv,0.48,0.56,0.65,0.62,0.47,0.53,0.5,0.7,0.47,0.87,0.53,0.71,0.51,0.03,0.8
libtorrent.csv,0.7,0.81,0.86,0.78,0.79,0.87,0.88,0.91,0.72,0.64,0.06,0.8,0.83,0.63,0.77
mia.csv,0.85,0.82,0.93,0.87,0.99,0.68,0.68,0.0,0.92,1.0,0.79,0.73,0.84,1.08,1.0
open-beos.csv,0.51,0.58,0.62,0.04,0.72,0.75,0.79,0.63,0.7,0.85,0.51,0.74,0.47,0.62,0.73
pidgin.csv,0.54,0.52,0.63,0.58,0.05,0.72,0.66,0.65,0.47,0.77,0.44,0.68,0.57,0.47,0.51
quantlib.csv,0.51,0.71,0.75,0.71,0.71,0.68,0.76,0.55,0.79,0.95,0.75,0.75,0.66,0.91,0.08
riff-evolve.csv,0.61,0.65,0.63,0.57,0.8,0.67,0.59,0.69,0.71,0.86,0.61,0.02,0.56,0.59,0.86
tokratan.csv,0.83,0.76,0.77,0.88,1.0,0.77,0.07,0.57,1.0,1.0,0.89,0.93,0.86,1.0,0.95
upp-mirror.csv,0.74,0.57,0.02,0.59,0.94,0.85,0.93,0.62,0.72,1.0,0.79,0.85,0.65,0.94,0.65
wxcrp.csv,0.06,0.77,0.71,0.8,0.61,0.9,0.81,0.63,0.79,0.95,0.82,0.78,0.72,0.86,0.92
