,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,0.41,0.21,0.69,0.54,0.85,0.55,0.22,0.07,0.92,1.0,0.9,0.8,0.68,0.91,0.17
cornerstone.csv,0.23,0.21,0.45,0.43,0.72,1.0,0.19,0.12,0.82,0.32,0.92,0.62,0.71,0.67,0.31
esmf.csv,0.29,1.0,0.65,0.62,0.86,0.52,0.13,0.14,0.88,0.0,0.92,0.45,0.54,0.81,0.1
frogatto.csv,0.4,0.27,0.73,0.55,0.81,0.56,0.24,0.11,0.85,0.41,0.89,0.56,1.0,0.76,0.24
gretl.csv,0.32,0.27,0.63,0.43,0.78,0.53,0.1,0.08,0.99,0.35,0.88,0.53,0.53,0.69,0.26
kindb.csv,0.48,0.3,0.66,0.55,0.83,0.64,0.28,0.11,0.92,0.3,0.93,0.57,0.67,1.0,0.17
libtorrent.csv,0.35,0.24,0.62,0.42,0.75,0.53,0.12,0.09,0.85,0.45,0.99,0.52,0.53,0.76,0.23
mia.csv,0.29,0.38,0.43,0.56,0.68,0.54,0.12,1.0,0.81,0.35,0.95,0.48,0.67,0.56,0.0
open-beos.csv,0.43,0.28,0.67,1.0,0.76,0.52,0.12,0.11,0.83,0.6,0.92,0.5,0.69,0.74,0.2
pidgin.csv,0.4,0.3,0.66,0.48,0.99,0.51,0.12,0.11,0.92,0.42,0.93,0.52,0.62,0.8,0.3
quantlib.csv,0.45,0.23,0.59,0.6,0.77,0.54,0.12,0.18,0.8,1.0,0.9,0.47,0.72,1.0,1.0
riff-evolve.csv,0.35,0.25,0.67,0.51,0.73,0.55,0.15,0.1,0.84,0.35,0.89,0.99,0.65,1.0,0.14
tokratan.csv,0.27,0.25,0.79,0.38,0.0,0.5,1.0,0.13,0.0,0.0,0.75,0.29,0.83,0.0,0.08
upp-mirror.csv,0.31,0.28,1.0,0.49,0.71,0.57,0.25,0.24,0.86,0.0,0.81,0.74,0.67,0.67,0.27
wxcrp.csv,1.0,0.35,0.79,0.68,0.79,0.83,0.08,0.22,0.97,1.0,1.0,0.49,1.0,0.71,0.4
