,superwaba.csv,fritzing.csv,lmms.csv,ifmo-game-1.csv,empserver.csv,repositorium.csv,pgui.csv,jparsec.csv,lufa-lib.csv,doomlegacy.csv,xapian.csv,pi-qmc.csv,cortex-vfx.csv,zemljanka.csv
cortex-vfx.csv,0.57,0.48,0.6,0.74,0.86,0.93,0.52,0.77,0.83,0.61,0.73,0.59,0.64,0.96
doomlegacy.csv,0.44,0.42,0.45,0.48,0.83,0.47,0.9,0.46,0.61,0.36,0.86,0.41,0.42,0.95
empserver.csv,0.57,0.42,0.43,0.42,0.55,0.38,0.49,0.42,0.7,0.33,0.47,0.5,0.43,0.53
fritzing.csv,0.43,0.46,0.46,0.53,0.66,0.92,0.48,0.37,0.57,0.77,0.58,0.75,0.7,0.46
ifmo-game-1.csv,0.49,0.67,0.92,0.7,0.48,0.5,0.41,0.8,0.81,0.86,0.5,0.75,0.98,0.93
jparsec.csv,0.42,0.95,0.48,0.51,0.41,0.47,0.4,0.45,0.56,0.57,0.6,0.86,0.72,0.47
lmms.csv,0.42,0.58,0.42,0.43,0.46,0.83,0.48,0.47,0.48,0.43,0.57,0.58,0.52,0.42
lufa-lib.csv,0.96,0.56,0.56,0.58,0.88,0.92,0.57,0.42,0.75,0.68,0.5,0.67,0.91,0.85
pgui.csv,0.47,0.44,0.5,0.45,0.54,0.5,0.57,0.42,0.52,0.0,0.56,0.41,0.81,0.0
pi-qmc.csv,0.88,0.93,0.43,0.47,0.36,0.36,0.4,0.53,0.51,0.34,0.39,0.5,0.55,0.44
repositorium.csv,0.96,0.92,0.63,0.61,0.86,0.58,0.0,0.92,0.94,0.59,0.48,0.55,0.77,0.96
superwaba.csv,0.45,0.42,0.48,0.34,0.37,0.33,0.38,0.42,0.63,0.35,0.64,0.57,0.39,0.53
xapian.csv,0.44,0.46,0.46,0.57,0.79,0.64,0.57,0.48,0.62,0.49,0.74,0.57,0.47,0.69
zemljanka.csv,0.46,0.48,0.43,0.52,0.41,0.42,0.42,0.4,0.53,0.37,0.39,0.47,0.47,0.48
