,superwaba.csv,fritzing.csv,lmms.csv,ifmo-game-1.csv,empserver.csv,repositorium.csv,pgui.csv,jparsec.csv,lufa-lib.csv,doomlegacy.csv,xapian.csv,pi-qmc.csv,cortex-vfx.csv,zemljanka.csv
cortex-vfx.csv,0.58,0.56,0.42,0.15,0.23,0.15,0.55,0.33,0.27,0.49,0.46,0.55,0.43,0.23
doomlegacy.csv,0.52,0.7,0.66,0.24,0.14,0.19,0.42,0.52,0.34,0.78,0.3,0.44,0.38,0.17
empserver.csv,0.53,0.66,0.73,0.15,0.67,0.24,0.56,0.56,0.55,0.82,0.53,0.5,0.38,0.51
fritzing.csv,0.6,0.73,0.65,0.16,0.46,0.35,0.49,0.58,0.55,0.36,0.48,0.41,0.39,0.8
ifmo-game-1.csv,0.44,0.03,0.14,0.4,0.38,0.0,0.44,0.2,0.17,0.16,0.07,0.0,0.16,0.13
jparsec.csv,0.5,0.17,0.66,0.17,0.67,0.19,0.42,0.62,0.53,0.57,0.33,0.21,0.33,0.88
lmms.csv,0.61,0.49,0.72,0.15,0.56,0.28,0.44,0.56,0.54,0.66,0.54,0.65,0.36,0.82
lufa-lib.csv,0.44,0.64,0.64,0.04,0.23,0.11,0.46,0.5,0.65,0.53,0.33,0.36,0.41,0.54
pgui.csv,0.5,0.65,0.03,0.16,0.63,0.0,0.58,0.54,0.59,0.0,0.37,0.44,0.29,0.0
pi-qmc.csv,0.35,0.19,0.71,0.1,0.69,0.33,0.44,0.42,0.6,0.71,0.37,0.71,0.35,0.96
repositorium.csv,0.13,0.1,0.54,0.14,0.28,0.48,0.0,0.21,0.1,0.5,0.28,0.37,0.22,0.22
superwaba.csv,0.66,0.66,0.48,0.16,0.56,0.25,0.5,0.57,0.31,0.67,0.46,0.56,0.38,0.38
xapian.csv,0.49,0.64,0.74,0.17,0.55,0.18,0.48,0.48,0.55,0.69,0.52,0.26,0.37,0.71
zemljanka.csv,0.48,0.61,0.69,0.19,0.57,0.18,0.39,0.56,0.41,0.79,0.37,0.4,0.31,0.9
