,gpsmid.csv,mob-sen-plat.csv,k3d.csv,encog-cs.csv,flexpay.csv,m-a-d-n-e-s-s.csv,fido.csv,v8.csv,ninject.csv,fluent-nhibernate.csv,columba.csv,geochat.csv,uface.csv,cme.csv
cme.csv,1.0,0.0,0.25,0.0,0.11,0.0,0.0,1.0,0.0,0.0,0.6,0.2,0.0,0.83
columba.csv,0.66,0.77,0.23,0.48,0.21,0.46,0.05,0.97,0.43,0.15,0.53,0.34,0.82,0.14
encog-cs.csv,0.6,0.61,0.16,0.54,0.17,0.29,0.04,0.93,0.11,0.09,0.28,0.25,0.67,0.11
fido.csv,1.0,0.0,0.0,0.0,0.56,0.0,0.24,1.0,0.0,0.33,0.75,0.0,0.76,0.0
flexpay.csv,0.65,0.53,0.12,0.33,0.29,0.27,0.02,0.93,0.05,0.14,0.36,0.35,0.85,0.2
fluent-nhibernate.csv,0.72,0.69,0.33,0.49,0.22,0.34,0.04,1.0,0.14,0.32,0.59,0.26,0.8,0.0
geochat.csv,0.55,0.2,0.05,0.4,0.16,0.06,0.0,0.92,0.0,0.08,0.29,0.41,0.75,0.0
gpsmid.csv,0.8,0.6,0.15,0.41,0.2,0.33,0.07,0.95,0.12,0.19,0.39,0.24,0.78,0.15
k3d.csv,0.5,1.0,0.5,0.44,0.21,0.32,0.0,0.96,0.0,0.22,0.53,0.5,0.74,0.0
m-a-d-n-e-s-s.csv,1.0,1.0,0.16,0.33,0.19,0.55,0.0,0.98,0.14,0.16,0.5,0.5,0.85,0.06
mob-sen-plat.csv,0.61,0.81,0.24,0.38,0.18,0.4,0.03,0.93,0.08,0.12,0.43,0.29,0.72,0.1
ninject.csv,0.7,0.67,0.12,0.48,0.2,0.33,0.04,0.96,0.42,0.09,0.29,0.23,0.69,0.05
uface.csv,0.66,0.58,0.16,0.39,0.2,0.3,0.04,0.93,0.1,0.12,0.4,0.24,0.97,0.1
v8.csv,0.56,0.57,0.13,0.34,0.17,0.3,0.04,1.0,0.06,0.15,0.3,0.3,0.66,0.0
