,gpsmid.csv,mob-sen-plat.csv,k3d.csv,encog-cs.csv,flexpay.csv,m-a-d-n-e-s-s.csv,fido.csv,v8.csv,ninject.csv,fluent-nhibernate.csv,columba.csv,geochat.csv,uface.csv,cme.csv
cme.csv,0.0,0.0,0.75,0.0,0.97,0.0,0.0,0.75,0.5,0.0,0.8,0.95,0.0,0.83
columba.csv,0.34,0.37,0.42,0.48,0.41,0.4,0.32,0.39,0.86,0.4,0.45,0.55,0.36,0.34
encog-cs.csv,0.36,0.39,0.4,0.48,0.4,0.45,0.33,0.44,0.47,0.45,0.43,0.46,0.42,0.43
fido.csv,0.8,0.0,0.0,0.0,0.89,0.0,0.94,0.75,0.0,0.92,0.94,0.67,0.43,0.0
flexpay.csv,0.7,0.56,0.45,0.47,0.66,0.93,0.62,0.83,0.75,0.95,0.45,0.56,0.58,0.8
fluent-nhibernate.csv,0.4,0.69,0.79,0.61,0.52,0.52,0.64,0.8,0.86,0.6,0.83,0.65,0.66,0.83
geochat.csv,0.91,0.8,0.98,0.8,0.89,0.94,0.92,0.85,0.67,0.92,0.56,0.64,0.75,0.5
gpsmid.csv,0.37,0.51,0.37,0.46,0.41,0.51,0.4,0.45,0.56,0.38,0.43,0.39,0.38,0.35
k3d.csv,0.5,0.67,0.76,0.94,0.97,0.79,0.84,0.96,0.86,0.93,0.97,0.9,0.76,0.8
m-a-d-n-e-s-s.csv,0.91,0.5,0.96,0.96,0.71,0.55,0.92,0.63,0.86,0.44,0.8,0.9,0.77,0.5
mob-sen-plat.csv,0.35,0.44,0.51,0.43,0.4,0.43,0.41,0.37,0.77,0.46,0.51,0.77,0.41,0.38
ninject.csv,0.59,0.67,0.58,0.95,0.62,0.43,0.64,0.45,0.67,0.49,0.79,0.59,0.71,0.6
uface.csv,0.33,0.42,0.35,0.35,0.37,0.4,0.33,0.41,0.38,0.39,0.41,0.37,0.38,0.33
v8.csv,0.41,0.86,0.57,0.39,0.57,0.42,0.51,0.48,0.46,0.58,0.48,0.8,0.5,0.92
