,gpsmid.csv,mob-sen-plat.csv,k3d.csv,encog-cs.csv,flexpay.csv,m-a-d-n-e-s-s.csv,fido.csv,v8.csv,ninject.csv,fluent-nhibernate.csv,columba.csv,geochat.csv,uface.csv,cme.csv
cme.csv,0.0,0.05,0.02,0.0,0.08,0.0,0.0,0.0,0.04,0.01,0.01,0.16,0.0,0.02
columba.csv,0.53,0.35,0.43,0.3,0.55,0.32,0.75,0.23,0.07,0.56,0.24,0.26,0.3,0.58
encog-cs.csv,0.82,0.85,0.69,0.31,0.88,0.45,0.92,0.62,0.62,0.98,0.86,0.7,0.98,0.79
fido.csv,0.0,0.0,0.0,0.0,0.01,0.0,0.13,0.0,0.0,0.05,0.02,0.03,0.57,0.0
flexpay.csv,0.21,0.75,0.76,0.67,0.26,0.18,0.45,0.31,0.35,0.11,0.62,0.32,0.19,0.15
fluent-nhibernate.csv,0.37,0.25,0.16,0.26,0.37,0.32,0.26,0.0,0.11,0.2,0.1,0.26,0.17,0.12
geochat.csv,0.13,0.2,0.23,0.03,0.23,0.27,0.13,0.46,0.05,0.07,0.51,0.27,0.02,0.04
gpsmid.csv,0.24,0.7,0.91,0.45,0.56,0.57,0.5,0.85,0.25,0.4,0.44,0.93,0.52,0.56
k3d.csv,0.03,0.0,0.14,0.08,0.06,0.22,0.24,0.08,0.13,0.13,0.08,0.05,0.2,0.1
m-a-d-n-e-s-s.csv,0.0,0.0,0.12,0.14,0.25,0.23,0.13,0.08,0.11,0.32,0.13,0.05,0.07,0.29
mob-sen-plat.csv,0.74,0.25,0.38,0.67,0.94,0.47,0.72,0.69,0.22,0.72,0.38,0.22,0.67,0.9
ninject.csv,0.21,0.05,0.44,0.09,0.26,0.65,0.26,0.31,0.13,0.4,0.26,0.35,0.3,0.37
uface.csv,0.55,0.8,0.9,0.81,0.69,0.97,0.83,1.0,0.78,0.67,0.5,0.93,0.06,0.85
v8.csv,0.74,0.15,0.55,0.92,0.54,0.85,0.53,0.0,0.85,0.46,0.72,0.29,0.74,0.25
