,quarkplusplus.csv,multitude.csv,ngl.csv,qmmp.csv
multitude.csv,0.46,0.74,0.62,0.66
ngl.csv,0.5,0.53,0.7,0.51
qmmp.csv,0.5,0.62,0.68,0.76
quarkplusplus.csv,0.54,0.6,0.61,0.59
