,gtad.csv,wgs-assembler.csv,nh3d.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,tokratan.csv,mvnforum.csv,myfaces.csv,ogrehg.csv,m-a-d-n-e-s-s.csv,lcfizvtop.csv,gusanos.csv,pydev.csv,mediaportal.csv,free-evolution.csv,pnotepad.csv,cme.csv
blogentis.csv,0.86,0.4,0.98,0.77,0.95,0.75,0.5,0.62,0.91,0.69,0.9,0.7,0.68,0.89,0.88,0.43,0.53,0.96,0.64,0.45
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
free-evolution.csv,0.62,0.36,0.97,0.73,0.77,0.52,0.67,0.64,0.63,0.52,0.62,0.73,0.73,0.75,0.47,0.9,0.55,0.84,0.6,0.85
gtad.csv,0.5,0.67,0.83,0.0,0.67,0.0,0.75,0.0,0.8,0.0,0.94,0.88,0.0,0.0,0.5,0.88,0.98,0.67,0.0,0.8
gusanos.csv,0.42,0.3,0.47,0.39,0.43,0.34,0.41,0.43,0.46,0.33,0.4,0.44,0.37,0.42,0.42,0.32,0.34,0.47,0.56,0.39
kaffeine.csv,0.34,0.32,0.51,0.4,0.57,0.38,0.52,0.37,0.49,0.37,0.41,0.46,0.39,0.39,0.4,0.32,0.36,0.46,0.4,0.36
lcfizvtop.csv,0.76,0.35,0.52,0.55,0.64,0.84,0.64,0.69,0.7,0.9,0.75,0.61,0.89,0.82,0.5,0.48,0.52,0.81,0.67,0.42
m-a-d-n-e-s-s.csv,0.68,0.83,0.92,0.73,0.56,0.72,0.88,0.86,0.55,0.44,0.61,0.55,0.67,0.48,0.92,0.65,0.8,0.52,0.57,0.45
m-m-m.csv,0.38,0.44,0.53,0.56,0.96,0.45,0.64,0.4,0.56,0.44,0.45,0.52,0.5,0.47,0.49,0.43,0.42,0.6,0.45,0.48
mediaportal.csv,0.0,0.93,0.97,0.0,0.42,0.44,0.83,0.89,0.46,0.39,0.99,0.93,0.67,0.0,0.0,0.39,0.94,0.0,0.0,0.85
mvnforum.csv,0.91,0.48,0.55,0.7,0.96,0.88,0.55,0.83,0.81,0.76,0.73,0.7,0.67,0.92,0.7,0.95,0.71,0.86,0.93,0.56
myfaces.csv,0.83,0.39,0.41,0.67,0.44,0.45,0.71,0.93,0.5,0.46,0.98,0.7,0.47,0.88,0.6,0.4,0.7,0.88,0.78,0.64
nh3d.csv,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.5,0.0
ogrehg.csv,0.55,0.55,0.69,0.57,0.68,0.62,0.86,0.73,0.66,0.54,0.66,0.65,0.5,0.53,0.92,0.67,0.67,0.62,0.68,0.53
pnotepad.csv,0.34,0.31,0.42,0.39,0.76,0.44,0.47,0.38,0.53,0.38,0.43,0.42,0.37,0.45,0.4,0.31,0.33,0.45,0.4,0.36
pydev.csv,0.5,0.94,0.41,0.5,0.96,0.93,0.5,0.77,0.95,0.83,0.98,0.76,0.88,0.67,0.91,0.65,0.71,0.9,0.89,0.38
sarasvati.csv,0.92,0.51,0.98,0.74,0.89,0.5,0.83,0.87,0.83,0.75,0.95,0.9,0.61,0.93,0.8,0.88,0.78,0.92,0.69,0.0
taokgame.csv,0.83,0.0,0.0,0.67,0.95,0.93,0.0,0.9,0.95,0.91,0.88,0.97,0.0,0.75,0.86,0.95,0.98,0.92,0.75,0.8
tokratan.csv,0.88,0.42,0.94,0.69,0.67,0.8,0.5,0.94,0.92,0.92,0.98,0.98,0.92,0.5,0.86,0.83,0.96,0.5,0.78,0.85
wgs-assembler.csv,0.75,0.66,0.6,0.8,0.71,0.93,0.75,0.79,0.74,0.91,0.82,0.82,0.93,0.75,0.93,0.74,0.7,0.85,0.8,0.45
