,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv
abbot.csv,5.0,0.0,2.0,105.0,11.0,0.0,1.0,0.0
jicarilla.csv,1.0,150.0,1.0,36.0,125.0,1.0,2.0,0.0
optalgtoolkit.csv,4.0,0.0,3.0,86.0,11.0,0.0,1.0,1.0
ossim.csv,1.0,150.0,69.0,0.0,125.0,49.0,0.0,61.0
projectts.csv,0.0,0.0,3.0,23.0,7.0,0.0,0.0,1.0
sabbu.csv,0.0,0.0,1.0,7.0,5.0,8.0,2.0,1.0
vxl.csv,5.0,0.0,4.0,67.0,125.0,3.0,1.0,1.0
zact.csv,1.0,150.0,69.0,281.0,0.0,5.0,63.0,1.0
