,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,exist.csv,st-filteredstatistics.csv,pokenetonline.csv,java-gnome.csv,avisynth2.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv
adonthell.csv,0.93,0.3,0.42,0.38,0.67,0.43,0.79,0.38,0.89,0.38,0.31,0.53,0.46,0.4,0.81,0.57,0.45,0.35,0.52
autofac.csv,0.57,0.42,0.67,0.46,0.45,0.49,0.5,0.44,0.88,0.42,0.53,0.52,0.75,0.43,0.51,0.45,0.75,0.37,0.39
avisynth2.csv,0.88,0.85,0.92,0.88,0.0,0.67,0.75,0.5,0.67,0.92,0.75,0.89,0.5,0.8,0.86,0.0,0.57,0.5,0.93
dsworkbench.csv,0.61,0.38,0.46,0.85,0.92,0.94,0.88,0.94,0.47,0.97,0.79,0.89,0.0,0.73,0.78,0.75,0.75,0.96,0.63
exist.csv,0.71,0.33,0.41,0.34,0.47,0.38,0.5,0.39,0.44,0.42,0.29,0.36,0.59,0.4,0.71,0.41,0.41,0.35,0.42
forester-atv.csv,0.71,0.41,0.44,0.88,0.0,0.91,0.7,0.67,0.43,0.96,0.67,0.58,0.0,0.5,0.47,0.5,0.86,0.88,0.6
freelords.csv,0.37,0.33,0.38,0.38,0.45,0.47,0.37,0.47,0.31,0.36,0.32,0.7,0.32,0.51,0.39,0.62,0.61,0.4,0.43
gephex.csv,0.93,0.5,0.36,0.34,0.47,0.46,0.5,0.4,0.68,0.45,0.36,0.37,0.38,0.47,0.53,0.47,0.42,0.55,0.45
google-collections.csv,0.36,0.35,0.36,0.32,0.44,0.39,0.45,0.4,0.33,0.34,0.29,0.35,0.38,0.4,0.38,0.45,0.41,0.35,0.39
java-gnome.csv,0.8,0.38,0.38,0.48,0.94,0.59,0.62,0.53,0.8,0.56,0.64,0.37,0.43,0.8,0.8,0.48,0.53,0.79,0.73
jpaul.csv,0.76,0.47,0.87,0.9,0.0,0.86,0.48,0.82,0.8,0.94,0.9,0.9,0.0,0.89,0.68,0.75,0.75,0.0,0.97
neodatis-odb.csv,0.44,0.44,0.78,0.55,0.95,0.78,0.5,0.72,0.8,0.79,0.43,0.53,0.0,0.45,0.49,0.68,0.67,0.51,0.47
octet.csv,0.47,0.41,0.63,0.37,0.95,0.62,0.56,0.59,0.61,0.35,0.36,0.55,0.65,0.39,0.43,0.75,0.89,0.45,0.44
personalaccess.csv,0.72,0.34,0.43,0.5,0.82,0.92,0.38,0.7,0.45,0.74,0.38,0.43,0.5,0.62,0.36,0.7,0.83,0.94,0.45
pokenetonline.csv,0.39,0.31,0.36,0.33,0.46,0.39,0.47,0.39,0.38,0.34,0.31,0.4,0.67,0.4,0.38,0.46,0.48,0.37,0.4
rcp-company-uibindings.csv,0.37,0.33,0.36,0.44,0.43,0.5,0.36,0.41,0.53,0.57,0.36,0.74,0.71,0.39,0.42,0.38,0.45,0.41,0.43
scenemonitor.csv,0.72,0.32,0.38,0.5,0.61,0.53,0.5,0.61,0.41,0.82,0.35,0.7,0.89,0.0,0.51,0.8,0.57,0.53,0.44
servicestack.csv,0.9,0.75,0.92,0.77,0.0,0.86,0.0,0.83,0.5,0.55,0.67,0.89,0.0,0.9,0.93,0.0,0.65,0.0,0.88
st-filteredstatistics.csv,0.57,0.44,0.53,0.45,0.45,0.43,0.49,0.48,0.44,0.38,0.37,0.45,0.39,0.52,0.38,0.5,0.65,0.51,0.5
