,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.93,0.66,0.69,0.55,0.74
encog-java.csv,0.7,0.11,0.03,0.22,0.22
h2database.csv,0.59,0.66,0.14,0.68,0.2
jaql.csv,0.7,0.62,0.23,0.63,0.34
raven-monitoring.csv,0.59,0.51,0.63,0.37,0.07
