,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.85,0.6,0.46,0.33,0.36
encog-java.csv,0.26,0.05,0.02,0.03,0.1
h2database.csv,0.21,0.25,0.08,0.35,0.02
jaql.csv,0.4,0.3,0.15,0.24,0.13
raven-monitoring.csv,0.52,0.56,0.25,0.3,0.23
