,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.44,0.54,0.53,0.58,0.55
n2cms.csv,0.74,0.64,0.4,0.68,0.52
nassp.csv,0.31,0.33,0.33,0.75,0.32
nug.csv,0.45,0.09,0.68,0.49,0.52
oorexx.csv,0.12,0.74,0.41,0.77,0.73
