,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,xcf.csv,web-cat.csv
cleartk.csv,0.4,0.43,0.58,0.37,0.54,0.49,0.38,0.41,0.52,0.48,0.4,0.38,0.34,0.37,0.41,0.56,0.36
encog-cs.csv,0.38,0.47,0.57,0.46,0.41,0.42,0.4,0.65,0.62,0.6,0.55,0.39,0.43,0.48,0.57,0.52,0.56
extprosys.csv,0.4,0.49,0.75,0.43,0.37,0.4,0.45,0.57,0.39,0.44,0.58,0.48,0.37,0.42,0.45,0.49,0.48
ibatisdb.csv,0.83,0.89,0.97,0.84,0.59,0.83,0.83,0.78,0.86,0.56,0.99,0.98,0.86,0.97,0.8,0.87,0.56
intact.csv,0.5,0.56,0.82,0.71,0.68,0.78,0.52,0.88,0.96,0.73,0.84,0.94,0.83,0.85,0.94,0.71,0.75
japano.csv,0.3,0.43,0.52,0.37,0.37,0.37,0.38,0.49,0.48,0.39,0.45,0.39,0.33,0.37,0.41,0.43,0.33
lockss.csv,0.92,0.5,0.5,0.5,0.86,0.89,0.8,0.86,0.91,0.9,0.99,0.83,0.0,0.95,0.86,0.8,0.0
ofbiz.csv,0.64,0.44,0.7,0.94,0.87,0.59,0.0,0.89,0.93,0.94,0.86,0.68,0.75,0.44,0.54,0.79,0.41
officefloor.csv,0.88,0.79,0.61,0.4,0.56,0.53,0.44,0.55,0.97,0.6,0.97,0.51,0.64,0.93,0.49,0.42,0.48
opennms.csv,0.81,0.86,0.67,0.95,0.8,0.86,0.79,0.96,0.96,0.91,0.99,0.92,0.82,0.97,0.91,0.83,0.67
papertoolkit.csv,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.95,0.94,0.67,0.0,0.0,0.0,0.0
rohxel.csv,0.34,0.49,0.64,0.4,0.4,0.52,0.45,0.59,0.62,0.47,0.54,0.4,0.4,0.47,0.52,0.51,0.4
sevenupdate.csv,0.31,0.47,0.47,0.39,0.39,0.38,0.4,0.43,0.36,0.39,0.47,0.39,0.34,0.43,0.53,0.49,0.31
web-cat.csv,0.95,0.89,0.97,0.72,0.95,0.95,0.7,0.97,0.97,0.97,1.0,0.77,0.94,0.95,0.96,0.9,0.58
xcf.csv,0.38,0.45,0.52,0.7,0.45,0.4,0.44,0.41,0.79,0.49,0.54,0.57,0.58,0.46,0.45,0.48,0.32
